"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia YAROWILCA",,,,,,,,,
"Viviendas particulares (001)",1527,219,98,127,151,38,3,8,883
"Ocupantes presentes (002)",6233,859,438,532,586,113,13,27,3665
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1520,219,97,125,151,38,3,8,879
"Ocupantes presentes (005)",6211,859,437,523,586,113,13,27,3653
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",2,,,2,,,,,
"Ocupantes presentes (014)",9,,,9,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",4,,,,,,,,4
"Ocupantes presentes (017)",12,,,,,,,,12
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,1,,,,,,
"Ocupantes presentes (023)",1,,1,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",712,177,74,49,61,1,2,8,340
"Ocupantes presentes (029)",2936,699,351,199,226,5,9,27,1420
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",709,177,73,47,61,1,2,8,340
"Ocupantes presentes (032)",2926,699,350,190,226,5,9,27,1420
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",2,,,2,,,,,
"Ocupantes presentes (041)",9,,,9,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,1,,,,,,
"Ocupantes presentes (050)",1,,1,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",815,42,24,78,90,37,1,,543
"Ocupantes presentes (056)",3297,160,87,333,360,108,4,,2245
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",811,42,24,78,90,37,1,,539
"Ocupantes presentes (059)",3285,160,87,333,360,108,4,,2233
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",4,,,,,,,,4
"Ocupantes presentes (071)",12,,,,,,,,12
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
