"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CANGALLO (000)",13091,12761,3483,1484,1363,1115,1900,1501,1030,885,330,44274
"De 12 a 14 años (001)",1350,1343,1339,3,1,,,,,,7,5
"De 15 a 19 años (002)",1604,1567,1330,216,17,3,1,,,,37,263
"De 20 a 24 años (003)",1247,1153,330,488,250,66,17,2,,,94,1268
"De 25 a 29 años (004)",1158,1091,97,277,380,202,120,10,5,,67,2253
"De 30 a 34 años (005)",1124,1086,69,157,253,235,280,73,14,5,38,3206
"De 35 a 39 años (006)",1003,984,38,80,148,201,323,144,35,15,19,3755
"De 40 a 44 años (007)",933,923,40,60,69,125,261,226,114,28,10,4486
"De 45 a 49 años (008)",779,766,22,36,47,66,188,179,147,81,13,4455
"De 50 y más años (009)",3893,3848,218,167,198,217,710,867,715,756,45,24583
"PEA (010)",3404,3294,539,519,488,369,578,403,235,163,110,11587
"De 12 a 14 años (011)",61,61,59,1,1,,,,,,,3
"De 15 a 19 años (012)",262,254,192,58,3,,1,,,,8,68
"De 20 a 24 años (013)",405,371,115,151,86,14,4,1,,,34,387
"De 25 a 29 años (014)",414,382,54,113,127,47,38,3,,,32,690
"De 30 a 34 años (015)",404,391,37,73,108,65,81,20,6,1,13,1019
"De 35 a 39 años (016)",385,376,15,35,59,87,120,49,10,1,9,1349
"De 40 a 44 años (017)",353,352,11,27,34,55,98,88,34,5,1,1620
"De 45 a 49 años (018)",273,267,8,14,21,39,68,52,49,16,6,1389
"De 50 y más años (019)",847,840,48,47,49,62,168,190,136,140,7,5062
"Ocupada (020)",3340,3233,506,509,481,366,573,402,233,163,107,11508
"De 12 a 14 años (021)",59,59,57,1,1,,,,,,,3
"De 15 a 19 años (022)",250,242,182,56,3,,1,,,,8,66
