"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SAN PABLO (000)",5923,582,8,3178,1353,109,457,48,188
"Empleado (001)",679,6,,37,98,25,333,22,158
"Obrero (002)",1169,101,1,677,333,20,32,3,2
"Trabajador independiente (003)",2832,317,1,1709,619,57,85,19,25
"Empleador o patrono (004)",24,3,,14,6,,,1,
"Trabajador familiar no remunerado (005)",1144,141,5,699,281,5,7,3,3
"Trabajador del hogar (006)",75,14,1,42,16,2,,,
"Hombres (008)",4604,352,3,2616,1111,70,277,37,138
"Empleado (009)",412,2,,28,66,12,181,14,109
"Obrero (010)",1054,74,1,610,318,18,29,2,2
"Trabajador independiente (011)",2344,214,,1478,511,38,62,17,24
"Empleador o patrono (012)",18,2,,9,6,,,1,
"Trabajador familiar no remunerado (013)",772,59,2,488,210,2,5,3,3
"Trabajador del hogar (014)",4,1,,3,,,,,
"Mujeres (016)",1319,230,5,562,242,39,180,11,50
"Empleado (017)",267,4,,9,32,13,152,8,49
"Obrero (018)",115,27,,67,15,2,3,1,
"Trabajador independiente (019)",488,103,1,231,108,19,23,2,1
"Empleador o patrono (020)",6,1,,5,,,,,
"Trabajador familiar no remunerado (021)",372,82,3,211,71,3,2,,
"Trabajador del hogar (022)",71,13,1,39,16,2,,,
,,,,,,,,,
"URBANA (024)",1184,51,1,257,322,61,328,30,134
"Empleado (025)",447,4,,8,50,14,237,16,118
"Obrero (026)",228,14,,84,93,9,24,2,2
"Trabajador independiente (027)",399,18,,125,136,33,63,11,13
"Empleador o patrono (028)",8,,,4,4,,,,
"Trabajador familiar no remunerado (029)",77,7,1,28,31,4,4,1,1
"Trabajador del hogar (030)",25,8,,8,8,1,,,
"Hombres (032)",748,20,1,173,227,31,183,21,92
"Empleado (033)",251,2,,8,35,5,115,10,76
"Obrero (034)",199,8,,73,86,7,22,1,2
"Trabajador independiente (035)",249,5,,74,87,17,44,9,13
"Empleador o patrono (036)",7,,,3,4,,,,
"Trabajador familiar no remunerado (037)",42,5,1,15,15,2,2,1,1
"Mujeres (040)",436,31,,84,95,30,145,9,42
"Empleado (041)",196,2,,,15,9,122,6,42
"Obrero (042)",29,6,,11,7,2,2,1,
"Trabajador independiente (043)",150,13,,51,49,16,19,2,
"Empleador o patrono (044)",1,,,1,,,,,
"Trabajador familiar no remunerado (045)",35,2,,13,16,2,2,,
"Trabajador del hogar (046)",25,8,,8,8,1,,,
,,,,,,,,,
"RURAL (048)",4739,531,7,2921,1031,48,129,18,54
"Empleado (049)",232,2,,29,48,11,96,6,40
"Obrero (050)",941,87,1,593,240,11,8,1,
"Trabajador independiente (051)",2433,299,1,1584,483,24,22,8,12
"Empleador o patrono (052)",16,3,,10,2,,,1,
"Trabajador familiar no remunerado (053)",1067,134,4,671,250,1,3,2,2
"Trabajador del hogar (054)",50,6,1,34,8,1,,,
"Hombres (056)",3856,332,2,2443,884,39,94,16,46
"Empleado (057)",161,,,20,31,7,66,4,33
"Obrero (058)",855,66,1,537,232,11,7,1,
"Trabajador independiente (059)",2095,209,,1404,424,21,18,8,11
"Empleador o patrono (060)",11,2,,6,2,,,1,
"Trabajador familiar no remunerado (061)",730,54,1,473,195,,3,2,2
"Trabajador del hogar (062)",4,1,,3,,,,,
"Mujeres (064)",883,199,5,478,147,9,35,2,8
"Empleado (065)",71,2,,9,17,4,30,2,7
"Obrero (066)",86,21,,56,8,,1,,
"Trabajador independiente (067)",338,90,1,180,59,3,4,,1
"Empleador o patrono (068)",5,1,,4,,,,,
"Trabajador familiar no remunerado (069)",337,80,3,198,55,1,,,
"Trabajador del hogar (070)",46,5,1,31,8,1,,,
