"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia MOYOBAMBA (000)",41625,7037,6207,20654,1390,5016,1321
"Sin nivel (001)",1901,25,328,1095,74,300,79
"Educación inicial (002)",69,3,16,32,,16,2
"Primaria (003)",19865,507,3361,11624,713,3031,629
"Secundaria (004)",12428,1712,2190,6105,429,1480,512
"Superior no univ. incompleta (005)",1411,609,114,526,34,82,46
"Superior no univ. completa (006)",3124,2185,125,655,60,62,37
"Superior univ. incompleta (007)",782,448,28,249,23,27,7
"Superior univ. completa (008)",2045,1548,45,368,57,18,9
"Hombres (010)",30652,3864,5377,16947,1196,3209,59
"Sin nivel (011)",1205,7,225,795,59,115,4
"Educación inicial (012)",53,1,12,28,,12,
"Primaria (013)",15560,240,2873,9861,635,1924,27
"Secundaria (014)",9512,1055,1996,5001,371,1069,20
"Superior no univ. incompleta (015)",827,298,98,366,26,38,1
"Superior no univ. completa (016)",1677,1078,109,420,43,25,2
"Superior univ. incompleta (017)",533,273,21,203,18,15,3
"Superior univ. completa (018)",1285,912,43,273,44,11,2
"Mujeres (020)",10973,3173,830,3707,194,1807,1262
"Sin nivel (021)",696,18,103,300,15,185,75
"Educación inicial (022)",16,2,4,4,,4,2
"Primaria (023)",4305,267,488,1763,78,1107,602
"Secundaria (024)",2916,657,194,1104,58,411,492
"Superior no univ. incompleta (025)",584,311,16,160,8,44,45
"Superior no univ. completa (026)",1447,1107,16,235,17,37,35
"Superior univ. incompleta (027)",249,175,7,46,5,12,4
"Superior univ. completa (028)",760,636,2,95,13,7,7
,,,,,,,
"URBANA (030)",26273,6825,3555,11620,871,2217,1185
"Sin nivel (031)",702,20,116,379,30,99,58
"Educación inicial (032)",23,2,4,11,,4,2
"Primaria (033)",9303,468,1583,5247,367,1097,541
"Secundaria (034)",9163,1654,1566,4287,307,864,485
"Superior no univ. incompleta (035)",1310,592,100,477,33,62,46
"Superior no univ. completa (036)",3017,2123,118,625,58,56,37
"Superior univ. incompleta (037)",745,437,25,234,21,21,7
"Superior univ. completa (038)",2010,1529,43,360,55,14,9
"Hombres (040)",17457,3732,3053,8706,700,1226,40
"Sin nivel (041)",342,4,71,220,18,27,2
"Educación inicial (042)",16,1,4,8,,3,
"Primaria (043)",6459,226,1313,4012,306,587,15
"Secundaria (044)",6548,1014,1419,3297,251,552,15
"Superior no univ. incompleta (045)",744,290,84,322,25,22,1
"Superior no univ. completa (046)",1596,1037,102,394,42,19,2
"Superior univ. incompleta (047)",498,263,19,188,16,9,3
"Superior univ. completa (048)",1254,897,41,265,42,7,2
"Mujeres (050)",8816,3093,502,2914,171,991,1145
"Sin nivel (051)",360,16,45,159,12,72,56
"Educación inicial (052)",7,1,,3,,1,2
"Primaria (053)",2844,242,270,1235,61,510,526
"Secundaria (054)",2615,640,147,990,56,312,470
"Superior no univ. incompleta (055)",566,302,16,155,8,40,45
"Superior no univ. completa (056)",1421,1086,16,231,16,37,35
"Superior univ. incompleta (057)",247,174,6,46,5,12,4
"Superior univ. completa (058)",756,632,2,95,13,7,7
,,,,,,,
"RURAL (060)",15352,212,2652,9034,519,2799,136
"Sin nivel (061)",1199,5,212,716,44,201,21
"Educación inicial (062)",46,1,12,21,,12,
"Primaria (063)",10562,39,1778,6377,346,1934,88
"Secundaria (064)",3265,58,624,1818,122,616,27
"Superior no univ. incompleta (065)",101,17,14,49,1,20,
"Superior no univ. completa (066)",107,62,7,30,2,6,
"Superior univ. incompleta (067)",37,11,3,15,2,6,
"Superior univ. completa (068)",35,19,2,8,2,4,
"Hombres (070)",13195,132,2324,8241,496,1983,19
"Sin nivel (071)",863,3,154,575,41,88,2
"Educación inicial (072)",37,,8,20,,9,
"Primaria (073)",9101,14,1560,5849,329,1337,12
"Secundaria (074)",2964,41,577,1704,120,517,5
"Superior no univ. incompleta (075)",83,8,14,44,1,16,
"Superior no univ. completa (076)",81,41,7,26,1,6,
"Superior univ. incompleta (077)",35,10,2,15,2,6,
"Superior univ. completa (078)",31,15,2,8,2,4,
"Mujeres (080)",2157,80,328,793,23,816,117
"Sin nivel (081)",336,2,58,141,3,113,19
"Educación inicial (082)",9,1,4,1,,3,
"Primaria (083)",1461,25,218,528,17,597,76
"Secundaria (084)",301,17,47,114,2,99,22
"Superior no univ. incompleta (085)",18,9,,5,,4,
"Superior no univ. completa (086)",26,21,,4,1,,
"Superior univ. incompleta (087)",2,1,1,,,,
"Superior univ. completa (088)",4,4,,,,,
