"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CANDARAVE (000)",7813,1124,180,2988,2798,170,214,115,224
"Jefe o Jefa (001)",2885,412,,1205,964,52,95,52,105
"Esposa(o)/ compa¤era(o) (002)",1549,260,2,699,504,22,26,8,28
"Hijo(a)/ hijastro(a) (003)",2500,286,152,875,1003,69,49,29,37
"Yerno/ nuera (004)",79,,,6,55,1,8,2,7
"Nieto(a) (005)",215,54,17,68,61,8,2,3,2
"Padres/ suegros (006)",93,68,,24,1,,,,
"Otro(a) pariente (007)",288,35,8,73,139,10,12,5,6
"Trabajador(a) del hogar (008)",5,1,,1,2,,,1,
"Pensionista (009)",4,,,,1,,1,,2
"Otro(a) no pariente (010)",195,8,1,37,68,8,21,15,37
"Hombres (012)",4051,371,109,1492,1635,102,135,83,124
"Jefe o Jefa (013)",2136,164,,928,811,42,76,46,69
"Esposa(o)/ compa¤era(o) (014)",86,12,,25,35,4,5,,5
"Hijo(a)/ hijastro(a) (015)",1325,135,91,427,562,39,29,20,22
"Yerno/ nuera (016)",30,,,1,22,,2,2,3
"Nieto(a) (017)",132,31,12,39,42,3,2,1,2
"Padres/ suegros (018)",28,14,,13,1,,,,
"Otro(a) pariente (019)",170,11,5,34,103,7,5,2,3
"Trabajador(a) del hogar (020)",3,,,1,1,,,1,
"Pensionista (021)",4,,,,1,,1,,2
"Otro(a) no pariente (022)",137,4,1,24,57,7,15,11,18
"Mujeres (024)",3762,753,71,1496,1163,68,79,32,100
"Jefe o Jefa (025)",749,248,,277,153,10,19,6,36
"Esposa(o)/ compa¤era(o) (026)",1463,248,2,674,469,18,21,8,23
"Hijo(a)/ hijastro(a) (027)",1175,151,61,448,441,30,20,9,15
"Yerno/ nuera (028)",49,,,5,33,1,6,,4
"Nieto(a) (029)",83,23,5,29,19,5,,2,
"Padres/ suegros (030)",65,54,,11,,,,,
"Otro(a) pariente (031)",118,24,3,39,36,3,7,3,3
"Trabajador(a) del hogar (032)",2,1,,,1,,,,
"Otro(a) no pariente (034)",58,4,,13,11,1,6,4,19
,,,,,,,,,
"URBANA (036)",5022,679,116,1851,1826,112,168,98,172
"Jefe o Jefa (037)",1828,241,,750,618,30,63,46,80
"Esposa(o)/ compa¤era(o) (038)",1022,160,,454,340,13,24,6,25
"Hijo(a)/ hijastro(a) (039)",1623,176,102,533,668,49,44,23,28
"Yerno/ nuera (040)",53,,,1,38,1,8,2,3
"Nieto(a) (041)",151,40,12,39,46,7,2,3,2
"Padres/ suegros (042)",64,46,,18,,,,,
"Otro(a) pariente (043)",149,12,2,37,73,5,11,4,5
"Trabajador(a) del hogar (044)",2,,,1,,,,1,
"Pensionista (045)",3,,,,,,1,,2
"Otro(a) no pariente (046)",127,4,,18,43,7,15,13,27
"Hombres (048)",2544,223,71,909,1025,65,96,69,86
"Jefe o Jefa (049)",1314,82,,566,509,22,46,40,49
"Esposa(o)/ compa¤era(o) (050)",52,10,,10,21,2,5,,4
