"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia PAUCARTAMBO",,,,,,,,,
"Viviendas particulares (001)",11311,1559,4021,584,28,1029,3365,602,123
"Ocupantes presentes (002)",45494,6409,16503,2485,113,4062,13524,2005,393
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",9714,1496,3780,430,27,799,2539,539,104
"Ocupantes presentes (005)",39364,6192,15704,1825,110,3151,10234,1796,352
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",2,2,,,,,,,
"Ocupantes presentes (008)",3,3,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",20,10,9,,,,,1,
"Ocupantes presentes (011)",50,22,25,,,,,3,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",308,46,229,7,,,7,13,6
"Ocupantes presentes (014)",1050,169,763,21,,,33,47,17
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1243,,,144,1,229,812,45,12
"Ocupantes presentes (017)",4954,,,629,3,906,3246,147,23
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",5,1,1,,,,,3,
"Ocupantes presentes (020)",13,2,1,,,,,10,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",14,4,2,3,,1,2,1,1
"Ocupantes presentes (023)",53,21,10,10,,5,4,2,1
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",5,,,,,,5,,
"Ocupantes presentes (026)",7,,,,,,7,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2178,480,1354,37,,33,85,155,34
"Ocupantes presentes (029)",8163,1864,5092,137,,119,332,522,97
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1838,419,1113,30,,33,78,137,28
"Ocupantes presentes (032)",7023,1656,4293,116,,119,299,460,80
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",2,2,,,,,,,
"Ocupantes presentes (035)",3,3,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",20,10,9,,,,,1,
"Ocupantes presentes (038)",50,22,25,,,,,3,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",308,46,229,7,,,7,13,6
"Ocupantes presentes (041)",1050,169,763,21,,,33,47,17
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",5,1,1,,,,,3,
"Ocupantes presentes (047)",13,2,1,,,,,10,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",5,2,2,,,,,1,
"Ocupantes presentes (050)",24,12,10,,,,,2,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",9133,1079,2667,547,28,996,3280,447,89
"Ocupantes presentes (056)",37331,4545,11411,2348,113,3943,13192,1483,296
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",7876,1077,2667,400,27,766,2461,402,76
"Ocupantes presentes (059)",32341,4536,11411,1709,110,3032,9935,1336,272
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1243,,,144,1,229,812,45,12
"Ocupantes presentes (071)",4954,,,629,3,906,3246,147,23
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",9,2,,3,,1,2,,1
"Ocupantes presentes (077)",29,9,,10,,5,4,,1
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",5,,,,,,5,,
"Ocupantes presentes (080)",7,,,,,,7,,
