"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CELENDIN (000)",88508,33560,4916,925,49164
"Menos de 1 año (001)",1728,1262,87,7,372
"De 1 a 14 años (002)",31501,20487,1884,330,8830
"De 15 a 29 años (003)",22326,5871,675,168,15621
"De 30 a 44 años (004)",14995,3180,1133,154,10537
"De 45 a 64 años (005)",11618,1931,820,156,8720
"De 65 y mas años (006)",6340,829,317,110,5084
"Hombres (008)",43454,15960,2368,475,24686
"Menos de 1 año (009)",845,610,35,2,198
"De 1 a 14 años (010)",15870,10274,950,149,4512
"De 15 a 29 años (011)",10950,2557,312,95,7991
"De 30 a 44 años (012)",7176,1280,487,85,5332
"De 45 a 64 años (013)",5628,867,409,85,4274
"De 65 y mas años (014)",2985,372,175,59,2379
"Mujeres (016)",45054,17600,2548,450,24478
"Menos de 1 año (017)",883,652,52,5,174
"De 1 a 14 años (018)",15631,10213,934,181,4318
"De 15 a 29 años (019)",11376,3314,363,73,7630
"De 30 a 44 años (020)",7819,1900,646,69,5205
"De 45 a 64 años (021)",5990,1064,411,71,4446
"De 65 y mas años (022)",3355,457,142,51,2705
,,,,,
"URBANA (024)",22170,4807,3541,513,13332
"Menos de 1 año (025)",360,207,54,3,96
"De 1 a 14 años (026)",6677,2785,1188,122,2591
"De 15 a 29 años (027)",6026,937,477,101,4514
"De 30 a 44 años (028)",4016,406,879,103,2635
"De 45 a 64 años (029)",3191,297,673,108,2117
"De 65 y mas años (030)",1900,175,270,76,1379
"Hombres (032)",10657,2237,1657,278,6499
"Menos de 1 año (033)",167,95,18,1,53
"De 1 a 14 años (034)",3370,1393,589,56,1335
"De 15 a 29 años (035)",2892,399,229,59,2207
"De 30 a 44 años (036)",1864,148,353,60,1309
"De 45 a 64 años (037)",1481,128,326,61,969
"De 65 y mas años (038)",883,74,142,41,626
"Mujeres (040)",11513,2570,1884,235,6833
"Menos de 1 año (041)",193,112,36,2,43
"De 1 a 14 años (042)",3307,1392,599,66,1256
"De 15 a 29 años (043)",3134,538,248,42,2307
"De 30 a 44 años (044)",2152,258,526,43,1326
"De 45 a 64 años (045)",1710,169,347,47,1148
"De 65 y mas años (046)",1017,101,128,35,753
,,,,,
"RURAL (048)",66338,28753,1375,412,35832
"Menos de 1 año (049)",1368,1055,33,4,276
"De 1 a 14 años (050)",24824,17702,696,208,6239
"De 15 a 29 años (051)",16300,4934,198,67,11107
"De 30 a 44 años (052)",10979,2774,254,51,7902
"De 45 a 64 años (053)",8427,1634,147,48,6603
"De 65 y mas años (054)",4440,654,47,34,3705
"Hombres (056)",32797,13723,711,197,18187
"Menos de 1 año (057)",678,515,17,1,145
"De 1 a 14 años (058)",12500,8881,361,93,3177
"De 15 a 29 años (059)",8058,2158,83,36,5784
"De 30 a 44 años (060)",5312,1132,134,25,4023
"De 45 a 64 años (061)",4147,739,83,24,3305
"De 65 y mas años (062)",2102,298,33,18,1753
"Mujeres (064)",33541,15030,664,215,17645
"Menos de 1 año (065)",690,540,16,3,131
"De 1 a 14 años (066)",12324,8821,335,115,3062
"De 15 a 29 años (067)",8242,2776,115,31,5323
"De 30 a 44 años (068)",5667,1642,120,26,3879
"De 45 a 64 años (069)",4280,895,64,24,3298
"De 65 y mas años (070)",2338,356,14,16,1952
