"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia MANU",,,,,,,,
"Hogares (001)",4879,2682,2438,843,40,838,134,1249
"Ocupantes presentes (002)",18562,10433,10084,3582,134,3780,525,4313
"Casa independiente",,,,,,,,
"Hogares (004)",4141,2318,2199,750,38,774,125,969
"Ocupantes presentes (005)",15495,8837,8893,3101,131,3459,504,3292
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (010)",48,29,34,10,1,8,2,6
"Ocupantes presentes (011)",144,88,113,37,2,29,4,16
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",61,34,32,14,,8,1,15
"Ocupantes presentes (014)",199,120,111,51,,26,2,44
"Choza o cabaña",,,,,,,,
"Hogares (016)",515,248,134,54,,34,1,215
"Ocupantes presentes (017)",2388,1214,843,358,,225,6,850
"Vivienda improvisada",,,,,,,,
"Hogares (019)",56,26,23,8,1,9,3,20
"Ocupantes presentes (020)",148,86,70,16,1,24,5,42
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",22,13,13,6,,5,2,5
"Ocupantes presentes (023)",61,43,39,13,,17,4,7
"Otro tipo",,,,,,,,
"Hogares (025)",36,14,3,1,,,,19
"Ocupantes presentes (026)",127,45,15,6,,,,62
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",1955,1223,1324,443,25,438,101,305
"Ocupantes presentes (029)",7013,4555,5073,1745,84,1945,384,890
"Casa independiente",,,,,,,,
"Hogares (031)",1772,1124,1224,406,23,409,93,258
"Ocupantes presentes (032)",6478,4234,4748,1630,81,1855,369,778
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (037)",48,29,34,10,1,8,2,6
"Ocupantes presentes (038)",144,88,113,37,2,29,4,16
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",61,34,32,14,,8,1,15
"Ocupantes presentes (041)",199,120,111,51,,26,2,44
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",56,26,23,8,1,9,3,20
"Ocupantes presentes (047)",148,86,70,16,1,24,5,42
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",15,9,10,5,,4,2,4
"Ocupantes presentes (050)",39,26,30,11,,11,4,6
"Otro tipo",,,,,,,,
"Hogares (052)",3,1,1,,,,,2
"Ocupantes presentes (053)",5,1,1,,,,,4
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",2924,1459,1114,400,15,400,33,944
"Ocupantes presentes (056)",11549,5878,5011,1837,50,1835,141,3423
"Casa independiente",,,,,,,,
"Hogares (058)",2369,1194,975,344,15,365,32,711
"Ocupantes presentes (059)",9017,4603,4145,1471,50,1604,135,2514
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",515,248,134,54,,34,1,215
"Ocupantes presentes (071)",2388,1214,843,358,,225,6,850
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",7,4,3,1,,1,,1
"Ocupantes presentes (077)",22,17,9,2,,6,,1
"Otro tipo",,,,,,,,
"Hogares (079)",33,13,2,1,,,,17
"Ocupantes presentes (080)",122,44,14,6,,,,58
