"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia LUCANAS (000)",23947,23043,6420,2661,2648,2193,3323,2542,3256,904
"Católica (001)",21802,20966,5911,2443,2433,2007,3018,2282,2872,836
"Cristiana/Evangélica (002)",1796,1742,402,176,171,154,261,231,347,54
"Otra (003)",175,169,44,19,20,17,30,15,24,6
"Ninguna (004)",174,166,63,23,24,15,14,14,13,8
,,,,,,,,,,
"URBANA (006)",14835,14214,4173,1733,1731,1401,2077,1460,1639,621
"Católica (007)",13723,13136,3866,1617,1615,1291,1918,1341,1488,587
"Cristiana/Evangélica (008)",929,901,249,94,93,93,134,104,134,28
"Otra (009)",101,97,25,11,14,11,15,8,13,4
"Ninguna (010)",82,80,33,11,9,6,10,7,4,2
,,,,,,,,,,
"RURAL (012)",9112,8829,2247,928,917,792,1246,1082,1617,283
"Católica (013)",8079,7830,2045,826,818,716,1100,941,1384,249
"Cristiana/Evangélica (014)",867,841,153,82,78,61,127,127,213,26
"Otra (015)",74,72,19,8,6,6,15,7,11,2
"Ninguna (016)",92,86,30,12,15,9,4,7,9,6
