"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia AZANGARO (000)",38815,3800,3807,19098,205,11500,405
"Conviviente (001)",10048,1171,1258,4920,50,2557,92
"Separado(a) (002)",1151,100,75,668,3,284,21
"Casado(a) (003)",16943,1620,1264,9223,61,4697,78
"Viudo(a) (004)",2645,52,132,1686,17,741,17
"Divorciado(a) (005)",159,11,13,108,,26,1
"Soltero(a) (006)",7869,846,1065,2493,74,3195,196
"Hombres (008)",23021,2657,3076,12768,139,4353,28
"Conviviente (009)",6310,801,1089,3467,40,909,4
"Separado(a) (010)",228,31,31,118,1,47,
"Casado(a) (011)",11029,1337,1013,7082,44,1546,7
"Viudo(a) (012)",962,28,55,632,7,237,3
"Divorciado(a) (013)",57,7,9,35,,6,
"Soltero(a) (014)",4435,453,879,1434,47,1608,14
"Mujeres (016)",15794,1143,731,6330,66,7147,377
"Conviviente (017)",3738,370,169,1453,10,1648,88
"Separado(a) (018)",923,69,44,550,2,237,21
"Casado(a) (019)",5914,283,251,2141,17,3151,71
"Viudo(a) (020)",1683,24,77,1054,10,504,14
"Divorciado(a) (021)",102,4,4,73,,20,1
"Soltero(a) (022)",3434,393,186,1059,27,1587,182
,,,,,,,
"URBANA (024)",9708,2813,1395,4262,60,988,190
"Conviviente (025)",3179,935,553,1332,23,276,60
"Separado(a) (026)",359,80,32,196,1,40,10
"Casado(a) (027)",3731,1170,448,1725,14,330,44
"Viudo(a) (028)",389,41,36,248,4,52,8
"Divorciado(a) (029)",41,8,5,25,,3,
"Soltero(a) (030)",2009,579,321,736,18,287,68
"Hombres (032)",5889,1860,1244,2314,42,415,14
"Conviviente (033)",2012,606,506,762,19,115,4
"Separado(a) (034)",89,21,21,36,1,10,
"Casado(a) (035)",2447,918,406,1005,5,111,2
"Viudo(a) (036)",130,19,22,71,2,15,1
"Divorciado(a) (037)",17,5,2,9,,1,
"Soltero(a) (038)",1194,291,287,431,15,163,7
"Mujeres (040)",3819,953,151,1948,18,573,176
"Conviviente (041)",1167,329,47,570,4,161,56
"Separado(a) (042)",270,59,11,160,,30,10
"Casado(a) (043)",1284,252,42,720,9,219,42
"Viudo(a) (044)",259,22,14,177,2,37,7
"Divorciado(a) (045)",24,3,3,16,,2,
"Soltero(a) (046)",815,288,34,305,3,124,61
,,,,,,,
"RURAL (048)",29107,987,2412,14836,145,10512,215
"Conviviente (049)",6869,236,705,3588,27,2281,32
"Separado(a) (050)",792,20,43,472,2,244,11
"Casado(a) (051)",13212,450,816,7498,47,4367,34
"Viudo(a) (052)",2256,11,96,1438,13,689,9
"Divorciado(a) (053)",118,3,8,83,,23,1
"Soltero(a) (054)",5860,267,744,1757,56,2908,128
"Hombres (056)",17132,797,1832,10454,97,3938,14
"Conviviente (057)",4298,195,583,2705,21,794,
"Separado(a) (058)",139,10,10,82,,37,
"Casado(a) (059)",8582,419,607,6077,39,1435,5
"Viudo(a) (060)",832,9,33,561,5,222,2
"Divorciado(a) (061)",40,2,7,26,,5,
"Soltero(a) (062)",3241,162,592,1003,32,1445,7
"Mujeres (064)",11975,190,580,4382,48,6574,201
"Conviviente (065)",2571,41,122,883,6,1487,32
"Separado(a) (066)",653,10,33,390,2,207,11
"Casado(a) (067)",4630,31,209,1421,8,2932,29
"Viudo(a) (068)",1424,2,63,877,8,467,7
"Divorciado(a) (069)",78,1,1,57,,18,1
"Soltero(a) (070)",2619,105,152,754,24,1463,121
