"CUADRO Nº 2: VIVIENDAS PARTICULARES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia ESPINAR (000)",20585,8719,11866
"Casa independiente (001)",17107,8608,8499
"Departamento en edificio (002)",11,11,
"Vivienda en quinta (003)",16,16,
"Vivienda en casa de vecindad (004)",42,42,
"Choza o cabaña (005)",3357,,3357
"Vivienda improvisada (006)",22,22,
"Local no dest.para hab. humana (007)",27,18,9
"Otro tipo (008)",3,2,1
