"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PAITA (000)",34602,459,12820,12602,7470,1251
"Empleado (001)",6634,39,2570,2601,1343,81
"Obrero (002)",12444,87,5327,4599,2217,214
"Trabajador independiente (003)",12513,131,3591,4593,3379,819
"Empleador o patrono (004)",647,,140,262,208,37
"Trabajador familiar no remunerado (005)",1757,176,867,390,235,89
"Trabajador del hogar (006)",607,26,325,157,88,11
"Hombres (008)",25894,356,9557,9185,5756,1040
"Empleado (009)",4018,33,1390,1562,964,69
"Obrero (010)",10365,79,4412,3766,1900,208
"Trabajador independiente (011)",9713,107,2936,3408,2584,678
"Empleador o patrono (012)",527,,116,205,174,32
"Trabajador familiar no remunerado (013)",1239,137,683,236,131,52
"Trabajador del hogar (014)",32,,20,8,3,1
"Mujeres (016)",8708,103,3263,3417,1714,211
"Empleado (017)",2616,6,1180,1039,379,12
"Obrero (018)",2079,8,915,833,317,6
"Trabajador independiente (019)",2800,24,655,1185,795,141
"Empleador o patrono (020)",120,,24,57,34,5
"Trabajador familiar no remunerado (021)",518,39,184,154,104,37
"Trabajador del hogar (022)",575,26,305,149,85,10
,,,,,,
"URBANA (024)",33112,429,12270,12088,7154,1171
"Empleado (025)",6487,38,2514,2539,1318,78
"Obrero (026)",11870,83,5080,4394,2117,196
"Trabajador independiente (027)",11922,125,3457,4373,3204,763
"Empleador o patrono (028)",645,,140,262,207,36
"Trabajador familiar no remunerado (029)",1598,157,768,366,220,87
"Trabajador del hogar (030)",590,26,311,154,88,11
"Hombres (032)",24583,328,9081,8735,5477,962
"Empleado (033)",3907,32,1348,1515,946,66
"Obrero (034)",9845,75,4194,3581,1805,190
"Trabajador independiente (035)",9175,101,2813,3208,2429,624
"Empleador o patrono (036)",525,,116,205,173,31
"Trabajador familiar no remunerado (037)",1099,120,590,218,121,50
"Trabajador del hogar (038)",32,,20,8,3,1
"Mujeres (040)",8529,101,3189,3353,1677,209
"Empleado (041)",2580,6,1166,1024,372,12
"Obrero (042)",2025,8,886,813,312,6
"Trabajador independiente (043)",2747,24,644,1165,775,139
"Empleador o patrono (044)",120,,24,57,34,5
"Trabajador familiar no remunerado (045)",499,37,178,148,99,37
"Trabajador del hogar (046)",558,26,291,146,85,10
,,,,,,
"RURAL (048)",1490,30,550,514,316,80
"Empleado (049)",147,1,56,62,25,3
"Obrero (050)",574,4,247,205,100,18
"Trabajador independiente (051)",591,6,134,220,175,56
"Empleador o patrono (052)",2,,,,1,1
"Trabajador familiar no remunerado (053)",159,19,99,24,15,2
"Trabajador del hogar (054)",17,,14,3,,
"Hombres (056)",1311,28,476,450,279,78
"Empleado (057)",111,1,42,47,18,3
"Obrero (058)",520,4,218,185,95,18
"Trabajador independiente (059)",538,6,123,200,155,54
"Empleador o patrono (060)",2,,,,1,1
"Trabajador familiar no remunerado (061)",140,17,93,18,10,2
"Mujeres (064)",179,2,74,64,37,2
"Empleado (065)",36,,14,15,7,
"Obrero (066)",54,,29,20,5,
"Trabajador independiente (067)",53,,11,20,20,2
"Trabajador familiar no remunerado (069)",19,2,6,6,5,
"Trabajador del hogar (070)",17,,14,3,,
