"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia HUAROCHIRI (000)",68838,2926,6453,7219,6575,13022,11047,15869,5727
"Sin nivel (001)",5642,2926,549,74,63,112,320,835,763
"Educación inicial (002)",1762,,1698,31,6,10,17,,
"Primaria (003)",21627,,4206,4437,612,1497,2108,5406,3361
"Secundaria (004)",26178,,,2677,5035,6804,4918,5795,949
"Superior no univ. incompleto (005)",3753,,,,529,1452,883,775,114
"Superior no univ. completo (006)",3445,,,,,1298,1060,935,152
"Superior univ. incompleto (007)",2511,,,,330,974,520,596,91
"Superior univ. completo (008)",3920,,,,,875,1221,1527,297
"Hombres (010)",36420,1460,3265,3686,3422,7150,6019,8503,2915
"Sin nivel (011)",2240,1460,272,27,36,52,87,187,119
"Educación inicial (012)",869,,842,16,2,3,6,,
"Primaria (013)",10353,,2151,2288,301,659,908,2360,1686
"Secundaria (014)",15319,,,1355,2654,3968,3034,3638,670
"Superior no univ. incompleto (015)",2139,,,,248,786,529,505,71
"Superior no univ. completo (016)",1865,,,,,673,558,527,107
"Superior univ. incompleto (017)",1488,,,,181,545,287,413,62
"Superior univ. completo (018)",2147,,,,,464,610,873,200
"Mujeres (020)",32418,1466,3188,3533,3153,5872,5028,7366,2812
"Sin nivel (021)",3402,1466,277,47,27,60,233,648,644
"Educación inicial (022)",893,,856,15,4,7,11,,
"Primaria (023)",11274,,2055,2149,311,838,1200,3046,1675
"Secundaria (024)",10859,,,1322,2381,2836,1884,2157,279
"Superior no univ. incompleto (025)",1614,,,,281,666,354,270,43
"Superior no univ. completo (026)",1580,,,,,625,502,408,45
"Superior univ. incompleto (027)",1023,,,,149,429,233,183,29
"Superior univ. completo (028)",1773,,,,,411,611,654,97
,,,,,,,,,
"URBANA (030)",46700,1994,4330,5074,4667,8452,7385,10835,3963
"Sin nivel (031)",3641,1994,317,47,44,70,176,501,492
"Educación inicial (032)",1175,,1134,18,3,9,11,,
"Primaria (033)",13357,,2879,2986,294,676,1126,3192,2204
"Secundaria (034)",17830,,,2023,3625,4192,3237,4045,708
"Superior no univ. incompleto (035)",2772,,,,418,1021,641,594,98
