"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUANCAVELICA (000)",3318,1037,2281
"De 14 a 29 años (001)",1934,852,1082
"De 30 a 44 años (002)",794,152,642
"De 45 a 64 años (003)",470,33,437
"De 65 y más años (004)",120,,120
"Hombres (005)",2364,672,1692
"De 14 a 29 años (006)",1235,538,697
"De 30 a 44 años (007)",596,107,489
"De 45 a 64 años (008)",426,27,399
"De 65 y más años (009)",107,,107
"Mujeres (010)",954,365,589
"De 14 a 29 años (011)",699,314,385
"De 30 a 44 años (012)",198,45,153
"De 45 a 64 años (013)",44,6,38
"De 65 y más años (014)",13,,13
,,,
"AREA URBANA (015)",1741,513,1228
"De 14 a 29 años (016)",1015,429,586
"De 30 a 44 años (017)",452,71,381
"De 45 a 64 años (018)",225,13,212
"De 65 y más años (019)",49,,49
"Hombres (020)",1163,296,867
"De 14 a 29 años (021)",604,246,358
"De 30 a 44 años (022)",323,42,281
"De 45 a 64 años (023)",195,8,187
"De 65 y más años (024)",41,,41
"Mujeres (025)",578,217,361
"De 14 a 29 años (026)",411,183,228
"De 30 a 44 años (027)",129,29,100
"De 45 a 64 años (028)",30,5,25
"De 65 y más años (029)",8,,8
,,,
"AREA RURAL (030)",1577,524,1053
"De 14 a 29 años (031)",919,423,496
"De 30 a 44 años (032)",342,81,261
"De 45 a 64 años (033)",245,20,225
"De 65 y más años (034)",71,,71
"Hombres (035)",1201,376,825
"De 14 a 29 años (036)",631,292,339
"De 30 a 44 años (037)",273,65,208
"De 45 a 64 años (038)",231,19,212
"De 65 y más años (039)",66,,66
"Mujeres (040)",376,148,228
"De 14 a 29 años (041)",288,131,157
"De 30 a 44 años (042)",69,16,53
"De 45 a 64 años (043)",14,1,13
"De 65 y más años (044)",5,,5
