"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia YAUYOS (000)",9441,30527,27261,,403,89.3,1.3
"De 12 a 14 años (001)",800,4,4,,2,100,50
"De 15 a 19 años (002)",852,149,144,38,96.6,25.5,
"De 20 a 24 años (003)",772,690,666,79,96.5,11.4,
"De 25 a 29 años (004)",810,1352,1306,91,96.6,6.7,
"De 30 a 34 años (005)",812,2113,2012,81,95.2,3.8,
"De 35 a 39 años (006)",795,2612,2497,69,95.6,2.6,
"De 40 a 44 años (007)",722,2944,2774,37,94.2,1.3,
"De 45 a 49 años (008)",610,2928,2714,6,92.7,0.2,
"De 50 y más años (009)",3268,17735,15144,,85.4,,
"PEA (010)",4276,14851,13365,188,90,1.3,
"De 12 a 14 años (011)",42,,,,,,
"De 15 a 19 años (012)",172,59,59,18,100,30.5,
"De 20 a 24 años (013)",393,337,322,35,95.5,10.4,
"De 25 a 29 años (014)",491,713,689,46,96.6,6.5,
"De 30 a 34 años (015)",476,1125,1060,35,94.2,3.1,
"De 35 a 39 años (016)",451,1405,1338,34,95.2,2.4,
"De 40 a 44 años (017)",419,1636,1563,18,95.5,1.1,
"De 45 a 49 años (018)",358,1586,1465,2,92.4,0.1,
"De 50 y más años (019)",1474,7990,6869,,86,,
"Ocupada (020)",4194,14746,13261,183,89.9,1.2,
"De 12 a 14 años (021)",41,,,,,,
"De 15 a 19 años (022)",162,58,58,18,100,31,
"De 20 a 24 años (023)",367,325,310,32,95.4,9.8,
"De 25 a 29 años (024)",476,706,682,45,96.6,6.4,
"De 30 a 34 años (025)",462,1093,1028,34,94.1,3.1,
"De 35 a 39 años (026)",447,1393,1327,34,95.3,2.4,
"De 40 a 44 años (027)",412,1621,1548,18,95.5,1.1,
"De 45 a 49 años (028)",356,1578,1457,2,92.3,0.1,
"De 50 y más años (029)",1471,7972,6851,,85.9,,
"Desocupada (030)",82,105,104,5,99,4.8,
"De 12 a 14 años (031)",1,,,,,,
"De 15 a 19 años (032)",10,1,1,,100,,
"De 20 a 24 años (033)",26,12,12,3,100,25,
"De 25 a 29 años (034)",15,7,7,1,100,14.3,
"De 30 a 34 años (035)",14,32,32,1,100,3.1,
"De 35 a 39 años (036)",4,12,11,,91.7,,
"De 40 a 44 años (037)",7,15,15,,100,,
