"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",9588,8502,443,158,485
"Sin nivel (001)",428,399,28,,1
"Educación inicial (002)",6,6,,,
"Primaria (003)",5848,5611,185,22,30
"Secundaria (004)",2149,1972,95,23,59
"Superior no univ. incompleta (005)",201,135,26,12,28
"Superior no univ. completa (006)",572,232,54,54,232
"Superior univ. incompleta (007)",82,53,8,1,20
"Superior univ. completa (008)",302,94,47,46,115
"De 06 a 14 años (010)",285,263,19,3,
"Sin nivel (011)",15,15,,,
"Primaria (013)",221,207,13,1,
"Secundaria (014)",49,41,6,2,
"De 15 a 29 años (020)",3155,2867,170,31,87
"Sin nivel (021)",65,53,12,,
"Educación inicial (022)",4,4,,,
"Primaria (023)",1747,1655,77,6,9
"Secundaria (024)",1040,976,50,5,9
"Superior no univ. incompleta (025)",73,53,9,6,5
"Superior no univ. completa (026)",142,75,14,7,46
"Superior univ. incompleta (027)",26,24,,,2
"Superior univ. completa (028)",58,27,8,7,16
"De 30 a 44 años (030)",3186,2696,158,75,257
"Sin nivel (031)",113,107,6,,
"Educación inicial (032)",2,2,,,
"Primaria (033)",1790,1723,52,8,7
"Secundaria (034)",703,635,28,9,31
"Superior no univ. incompleta (035)",92,61,13,4,14
"Superior no univ. completa (036)",293,108,25,28,132
"Superior univ. incompleta (037)",32,15,5,,12
"Superior univ. completa (038)",161,45,29,26,61
"De 45 a 64 años (040)",2269,1996,89,47,137
"Sin nivel (041)",145,136,8,,1
"Primaria (043)",1530,1474,38,7,11
"Secundaria (044)",326,291,11,6,18
"Superior no univ. incompleta (045)",35,20,4,2,9
"Superior no univ. completa (046)",128,41,15,18,54
"Superior univ. incompleta (047)",22,12,3,1,6
"Superior univ. completa (048)",83,22,10,13,38
"De 65 y más años (050)",693,680,7,2,4
"Sin nivel (051)",90,88,2,,
"Primaria (053)",560,552,5,,3
"Secundaria (054)",31,29,,1,1
"Superior no univ. incompleta (055)",1,1,,,
"Superior no univ. completa (056)",9,8,,1,
"Superior univ. incompleta (057)",2,2,,,
,,,,,
"URBANA (060)",3239,2520,191,121,407
"Sin nivel (061)",84,78,6,,
"Educación inicial (062)",3,3,,,
"Primaria (063)",1408,1330,45,12,21
