"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia VILCAS HUAMAN",,,,,,,
"Viviendas particulares (001)",7073,531,169,77,5902,178,216
"Ocupantes presentes (002)",23154,1621,559,223,19605,515,631
"Casa independiente",,,,,,,
"Viviendas particulares (004)",6885,509,165,75,5758,169,209
"Ocupantes presentes (005)",22590,1553,551,214,19163,499,610
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",26,9,,,16,1,
"Ocupantes presentes (011)",100,39,,,60,1,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",10,4,,,5,,1
"Ocupantes presentes (014)",27,8,,,16,,3
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",147,8,4,2,120,8,5
"Ocupantes presentes (017)",432,20,8,9,363,15,17
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",3,1,,,2,,
"Ocupantes presentes (020)",3,1,,,2,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",1,,,,1,,
"Ocupantes presentes (023)",1,,,,1,,
"Otro tipo",,,,,,,
"Viviendas particulares (025)",1,,,,,,1
"Ocupantes presentes (026)",1,,,,,,1
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",2208,291,40,36,1720,27,94
"Ocupantes presentes (029)",7056,904,130,93,5602,57,270
"Casa independiente",,,,,,,
"Viviendas particulares (031)",2168,277,40,36,1696,26,93
"Ocupantes presentes (032)",6925,856,130,93,5523,56,267
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",26,9,,,16,1,
"Ocupantes presentes (038)",100,39,,,60,1,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",10,4,,,5,,1
"Ocupantes presentes (041)",27,8,,,16,,3
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",3,1,,,2,,
"Ocupantes presentes (047)",3,1,,,2,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",1,,,,1,,
"Ocupantes presentes (050)",1,,,,1,,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",4865,240,129,41,4182,151,122
"Ocupantes presentes (056)",16098,717,429,130,14003,458,361
"Casa independiente",,,,,,,
"Viviendas particulares (058)",4717,232,125,39,4062,143,116
"Ocupantes presentes (059)",15665,697,421,121,13640,443,343
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",147,8,4,2,120,8,5
"Ocupantes presentes (071)",432,20,8,9,363,15,17
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,,,1
"Ocupantes presentes (080)",1,,,,,,1
