"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia YAUYOS (000)",26095,5669,3856,586,16012
"Sin Nivel (001)",2472,795,109,27,1546
"Educación Inicial (002)",660,358,39,11,252
"Primaria (003)",9542,2587,554,104,6302
"Secundaria (004)",8862,1670,1330,134,5732
"Sup. no Univ. Incompleta (005)",1213,90,330,49,746
"Sup. no Univ. Completa (006)",1444,87,609,107,643
"Sup. Univ. Incompleta (007)",524,28,169,40,289
"Sup. Univ. Completa (008)",1378,54,716,114,502
"Hombres (010)",14273,2759,2895,407,8236
"Sin Nivel (011)",883,366,49,9,462
"Educación Inicial (012)",336,180,18,3,135
"Primaria (013)",4519,1239,327,55,2902
"Secundaria (014)",5488,829,1143,83,3437
"Sup. no Univ. Incompleta (015)",822,46,286,40,452
"Sup. no Univ. Completa (016)",942,48,449,87,359
"Sup. Univ. Incompleta (017)",370,16,137,34,185
"Sup. Univ. Completa (018)",913,35,486,96,304
"Mujeres (020)",11822,2910,961,179,7776
"Sin Nivel (021)",1589,429,60,18,1084
"Educación Inicial (022)",324,178,21,8,117
"Primaria (023)",5023,1348,227,49,3400
"Secundaria (024)",3374,841,187,51,2295
"Sup. no Univ. Incompleta (025)",391,44,44,9,294
"Sup. no Univ. Completa (026)",502,39,160,20,284
"Sup. Univ. Incompleta (027)",154,12,32,6,104
"Sup. Univ. Completa (028)",465,19,230,18,198
,,,,,
"URBANA (030)",14952,3879,1653,442,8996
"Sin Nivel (031)",1241,502,80,23,641
"Educación Inicial (032)",425,247,34,8,136
"Primaria (033)",5449,1741,346,80,3285
"Secundaria (034)",5069,1179,296,109,3486
"Sup. no Univ. Incompleta (035)",675,74,69,27,506
"Sup. no Univ. Completa (036)",877,73,284,77,444
"Sup. Univ. Incompleta (037)",309,23,68,27,191
"Sup. Univ. Completa (038)",907,40,476,91,307
"Hombres (040)",7595,1878,883,293,4556
"Sin Nivel (041)",473,230,37,9,200
"Educación Inicial (042)",215,121,15,1,78
"Primaria (043)",2461,814,166,41,1443
"Secundaria (044)",2820,598,156,64,2003
"Sup. no Univ. Incompleta (045)",387,35,40,19,294
"Sup. no Univ. Completa (046)",488,41,146,58,243
"Sup. Univ. Incompleta (047)",196,12,41,23,120
"Sup. Univ. Completa (048)",555,27,282,78,175
"Mujeres (050)",7357,2001,770,149,4440
"Sin Nivel (051)",768,272,43,14,441
"Educación Inicial (052)",210,126,19,7,58
"Primaria (053)",2988,927,180,39,1842
"Secundaria (054)",2249,581,140,45,1483
"Sup. no Univ. Incompleta (055)",288,39,29,8,212
"Sup. no Univ. Completa (056)",389,32,138,19,201
"Sup. Univ. Incompleta (057)",113,11,27,4,71
"Sup. Univ. Completa (058)",352,13,194,13,132
,,,,,
"RURAL (060)",11143,1790,2203,144,7016
"Sin Nivel (061)",1231,293,29,4,905
"Educación Inicial (062)",235,111,5,3,116
"Primaria (063)",4093,846,208,24,3017
"Secundaria (064)",3793,491,1034,25,2246
"Sup. no Univ. Incompleta (065)",538,16,261,22,240
"Sup. no Univ. Completa (066)",567,14,325,30,199
"Sup. Univ. Incompleta (067)",215,5,101,13,98
"Sup. Univ. Completa (068)",471,14,240,23,195
"Hombres (070)",6678,881,2012,114,3680
"Sin Nivel (071)",410,136,12,,262
"Educación Inicial (072)",121,59,3,2,57
"Primaria (073)",2058,425,161,14,1459
"Secundaria (074)",2668,231,987,19,1434
"Sup. no Univ. Incompleta (075)",435,11,246,21,158
"Sup. no Univ. Completa (076)",454,7,303,29,116
"Sup. Univ. Incompleta (077)",174,4,96,11,65
"Sup. Univ. Completa (078)",358,8,204,18,129
"Mujeres (080)",4465,909,191,30,3336
"Sin Nivel (081)",821,157,17,4,643
"Educación Inicial (082)",114,52,2,1,59
"Primaria (083)",2035,421,47,10,1558
"Secundaria (084)",1125,260,47,6,812
"Sup. no Univ. Incompleta (085)",103,5,15,1,82
"Sup. no Univ. Completa (086)",113,7,22,1,83
"Sup. Univ. Incompleta (087)",41,1,5,2,33
"Sup. Univ. Completa (088)",113,6,36,5,66
