"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia MORROPON (000)",51202,6182,10275,23160,854,5842,823,4066
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",63,62,,,1,,,
"Profes., científicos e intelectuales (002)",2221,1994,,208,9,10,,
"Técnicos de nivel medio y trab. asimilados (003)",915,648,,221,28,13,5,
"Jefes y empleados de oficina (004)",874,865,,3,,6,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",5293,901,27,3715,117,532,1,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",13343,8,14,12783,532,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",2659,,775,1751,59,74,,
"Obreros construc.,conf.,papel, fab., instr. (008)",3458,456,777,2119,69,37,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",16579,799,8317,1763,21,4862,817,
"Otra (010)",99,99,,,,,,
"Ocupaciñn no especificada (011)",1632,350,365,597,18,302,,
"Desocupado (012)",4066,,,,,,,4066
"Hombres (013)",40053,3339,9283,18807,737,4369,31,3487
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",48,47,,,1,,,
"Profes., científicos e intelectuales (015)",907,803,,95,7,2,,
"Técnicos de nivel medio y trab. asimilados (016)",555,365,,158,21,10,1,
"Jefes y empleados de oficina (017)",395,392,,1,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",2390,529,7,1665,61,128,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",12857,7,13,12319,513,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",2117,,698,1330,47,42,,
"Obreros construc.,conf.,papel, fab., instr. (021)",3352,450,745,2057,68,32,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",13162,518,7566,955,8,4085,30,
"Otra (023)",89,89,,,,,,
"Ocupaciñn no especificada (024)",694,139,254,227,11,63,,
"Desocupado (025)",3487,,,,,,,3487
"Mujeres (026)",11149,2843,992,4353,117,1473,792,579
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",15,15,,,,,,
"Profes., científicos e intelectuales (028)",1314,1191,,113,2,8,,
"Técnicos de nivel medio y trab. asimilados (029)",360,283,,63,7,3,4,
"Jefes y empleados de oficina (030)",479,473,,2,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",2903,372,20,2050,56,404,1,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",486,1,1,464,19,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",542,,77,421,12,32,,
"Obreros construc.,conf.,papel, fab., instr. (034)",106,6,32,62,1,5,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",3417,281,751,808,13,777,787,
"Otra (036)",10,10,,,,,,
"Ocupaciñn no especificada (037)",938,211,111,370,7,239,,
"Desocupado (038)",579,,,,,,,579
,,,,,,,,
"URBANA (039)",31280,5461,6111,13917,614,2162,653,2362
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",57,56,,,1,,,
"Profes., científicos e intelectuales (041)",1884,1679,,187,9,9,,
"Técnicos de nivel medio y trab. asimilados (042)",830,580,,208,26,11,5,
"Jefes y empleados de oficina (043)",825,817,,2,,6,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",4601,816,25,3186,106,467,1,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",5590,6,10,5247,327,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",2160,,533,1527,53,47,,
"Obreros construc.,conf.,papel, fab., instr. (047)",2845,406,606,1742,60,31,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",8876,716,4656,1410,17,1430,647,
"Otra (049)",93,93,,,,,,
"Ocupaciñn no especificada (050)",1157,292,281,408,15,161,,
"Desocupado (051)",2362,,,,,,,2362
"Hombres (052)",22740,2941,5436,10474,508,1417,24,1940
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",43,42,,,1,,,
"Profes., científicos e intelectuales (054)",768,669,,91,7,1,,
"Técnicos de nivel medio y trab. asimilados (055)",503,327,,148,19,8,1,
"Jefes y empleados de oficina (056)",366,364,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",2029,465,6,1398,55,105,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",5396,6,9,5070,311,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",1747,,467,1203,41,36,,
"Obreros construc.,conf.,papel, fab., instr. (060)",2763,401,589,1686,60,27,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",6577,465,4166,715,5,1203,23,
"Otra (062)",83,83,,,,,,
"Ocupaciñn no especificada (063)",525,119,199,163,9,35,,
"Desocupado (064)",1940,,,,,,,1940
"Mujeres (065)",8540,2520,675,3443,106,745,629,422
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",14,14,,,,,,
"Profes., científicos e intelectuales (067)",1116,1010,,96,2,8,,
"Técnicos de nivel medio y trab. asimilados (068)",327,253,,60,7,3,4,
"Jefes y empleados de oficina (069)",459,453,,2,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",2572,351,19,1788,51,362,1,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",194,,1,177,16,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",413,,66,324,12,11,,
"Obreros construc.,conf.,papel, fab., instr. (073)",82,5,17,56,,4,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",2299,251,490,695,12,227,624,
"Otra (075)",10,10,,,,,,
"Ocupaciñn no especificada (076)",632,173,82,245,6,126,,
"Desocupado (077)",422,,,,,,,422
,,,,,,,,
"RURAL (078)",19922,721,4164,9243,240,3680,170,1704
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",6,6,,,,,,
"Profes., científicos e intelectuales (080)",337,315,,21,,1,,
"Técnicos de nivel medio y trab. asimilados (081)",85,68,,13,2,2,,
"Jefes y empleados de oficina (082)",49,48,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",692,85,2,529,11,65,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",7753,2,4,7536,205,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",499,,242,224,6,27,,
"Obreros construc.,conf.,papel, fab., instr. (086)",613,50,171,377,9,6,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",7703,83,3661,353,4,3432,170,
"Otra (088)",6,6,,,,,,
"Ocupaciñn no especificada (089)",475,58,84,189,3,141,,
"Desocupado (090)",1704,,,,,,,1704
"Hombres (091)",17313,398,3847,8333,229,2952,7,1547
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",5,5,,,,,,
"Profes., científicos e intelectuales (093)",139,134,,4,,1,,
"Técnicos de nivel medio y trab. asimilados (094)",52,38,,10,2,2,,
