"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SECHURA (000)",19445,528,7906,6169,4001,841
"Empleado (001)",2773,36,1252,990,465,30
"Obrero (002)",5058,144,2495,1543,782,94
"Trabajador independiente (003)",8845,116,2810,3002,2299,618
"Empleador o patrono (004)",736,2,191,243,239,61
"Trabajador familiar no remunerado (005)",1595,198,871,313,176,37
"Trabajador del hogar (006)",438,32,287,78,40,1
"Hombres (008)",14164,362,5654,4428,3023,697
"Empleado (009)",1422,21,491,553,330,27
"Obrero (010)",4325,104,2125,1313,695,88
"Trabajador independiente (011)",6622,87,2193,2141,1701,500
"Empleador o patrono (012)",637,2,156,212,210,57
"Trabajador familiar no remunerado (013)",1145,148,680,206,86,25
"Trabajador del hogar (014)",13,,9,3,1,
"Mujeres (016)",5281,166,2252,1741,978,144
"Empleado (017)",1351,15,761,437,135,3
"Obrero (018)",733,40,370,230,87,6
"Trabajador independiente (019)",2223,29,617,861,598,118
"Empleador o patrono (020)",99,,35,31,29,4
"Trabajador familiar no remunerado (021)",450,50,191,107,90,12
"Trabajador del hogar (022)",425,32,278,75,39,1
,,,,,,
"URBANA (024)",18044,474,7309,5813,3694,754
"Empleado (025)",2697,35,1213,966,453,30
"Obrero (026)",4789,142,2348,1463,753,83
"Trabajador independiente (027)",8160,106,2612,2802,2084,556
"Empleador o patrono (028)",691,2,184,232,218,55
"Trabajador familiar no remunerado (029)",1284,159,677,272,147,29
"Trabajador del hogar (030)",423,30,275,78,39,1
"Hombres (032)",13012,322,5163,4135,2772,620
"Empleado (033)",1375,20,467,539,322,27
"Obrero (034)",4076,102,1986,1240,670,78
"Trabajador independiente (035)",6057,80,2032,1979,1520,446
"Empleador o patrono (036)",595,2,150,203,189,51
"Trabajador familiar no remunerado (037)",896,118,519,171,70,18
"Trabajador del hogar (038)",13,,9,3,1,
"Mujeres (040)",5032,152,2146,1678,922,134
"Empleado (041)",1322,15,746,427,131,3
"Obrero (042)",713,40,362,223,83,5
"Trabajador independiente (043)",2103,26,580,823,564,110
"Empleador o patrono (044)",96,,34,29,29,4
"Trabajador familiar no remunerado (045)",388,41,158,101,77,11
"Trabajador del hogar (046)",410,30,266,75,38,1
,,,,,,
"RURAL (048)",1401,54,597,356,307,87
"Empleado (049)",76,1,39,24,12,
"Obrero (050)",269,2,147,80,29,11
"Trabajador independiente (051)",685,10,198,200,215,62
"Empleador o patrono (052)",45,,7,11,21,6
"Trabajador familiar no remunerado (053)",311,39,194,41,29,8
"Trabajador del hogar (054)",15,2,12,,1,
"Hombres (056)",1152,40,491,293,251,77
"Empleado (057)",47,1,24,14,8,
"Obrero (058)",249,2,139,73,25,10
"Trabajador independiente (059)",565,7,161,162,181,54
"Empleador o patrono (060)",42,,6,9,21,6
"Trabajador familiar no remunerado (061)",249,30,161,35,16,7
"Mujeres (064)",249,14,106,63,56,10
"Empleado (065)",29,,15,10,4,
"Obrero (066)",20,,8,7,4,1
"Trabajador independiente (067)",120,3,37,38,34,8
"Empleador o patrono (068)",3,,1,2,,
"Trabajador familiar no remunerado (069)",62,9,33,6,13,1
"Trabajador del hogar (070)",15,2,12,,1,
