"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia BOLOGNESI (000)",519,166,353
"Sin nivel (001)",11,1,10
"Educación inicial (002)",6,3,3
"Primaria (003)",136,32,104
"Secundaria (004)",216,86,130
"Superior no univ. incompleta (005)",33,9,24
"Superior no univ. completa (006)",51,13,38
"Superior univ. incompleta (007)",21,9,12
"Superior univ. completa (008)",45,13,32
"Hombres (010)",359,82,277
"Sin nivel (011)",3,,3
"Educación inicial (012)",5,3,2
"Primaria (013)",100,15,85
"Secundaria (014)",154,47,107
"Superior no univ. incompleta (015)",22,6,16
"Superior no univ. completa (016)",33,4,29
"Superior univ. incompleta (017)",10,2,8
"Superior univ. completa (018)",32,5,27
"Mujeres (020)",160,84,76
"Sin nivel (021)",8,1,7
"Educación inicial (022)",1,,1
"Primaria (023)",36,17,19
"Secundaria (024)",62,39,23
"Superior no univ. incompleta (025)",11,3,8
"Superior no univ. completa (026)",18,9,9
"Superior univ. incompleta (027)",11,7,4
"Superior univ. completa (028)",13,8,5
,,,
"AREA URBANA (030)",386,111,275
"Sin nivel (031)",9,1,8
"Educación inicial (032)",4,1,3
"Primaria (033)",93,18,75
"Secundaria (034)",159,53,106
"Superior no univ. incompleta (035)",25,9,16
"Superior no univ. completa (036)",43,12,31
"Superior univ. incompleta (037)",15,7,8
"Superior univ. completa (038)",38,10,28
"Hombres (040)",273,54,219
"Sin nivel (041)",2,,2
"Educación inicial (042)",3,1,2
"Primaria (043)",68,8,60
"Secundaria (044)",119,30,89
"Superior no univ. incompleta (045)",17,6,11
"Superior no univ. completa (046)",28,3,25
"Superior univ. incompleta (047)",7,1,6
"Superior univ. completa (048)",29,5,24
"Mujeres (050)",113,57,56
"Sin nivel (051)",7,1,6
"Educación inicial (052)",1,,1
"Primaria (053)",25,10,15
"Secundaria (054)",40,23,17
"Superior no univ. incompleta (055)",8,3,5
"Superior no univ. completa (056)",15,9,6
"Superior univ. incompleta (057)",8,6,2
"Superior univ. completa (058)",9,5,4
,,,
"AREA RURAL (060)",133,55,78
"Sin nivel (061)",2,,2
"Educación inicial (062)",2,2,
"Primaria (063)",43,14,29
"Secundaria (064)",57,33,24
"Superior no univ. incompleta (065)",8,,8
"Superior no univ. completa (066)",8,1,7
"Superior univ. incompleta (067)",6,2,4
"Superior univ. completa (068)",7,3,4
"Hombres (070)",86,28,58
"Sin nivel (071)",1,,1
"Educación inicial (072)",2,2,
"Primaria (073)",32,7,25
"Secundaria (074)",35,17,18
"Superior no univ. incompleta (075)",5,,5
"Superior no univ. completa (076)",5,1,4
"Superior univ. incompleta (077)",3,1,2
"Superior univ. completa (078)",3,,3
"Mujeres (080)",47,27,20
"Sin nivel (081)",1,,1
"Primaria (083)",11,7,4
"Secundaria (084)",22,16,6
"Superior no univ. incompleta (085)",3,,3
"Superior no univ. completa (086)",3,,3
"Superior univ. incompleta (087)",3,1,2
"Superior univ. completa (088)",4,3,1
