"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia URUBAMBA (000)",49984,12734,5512,1889,29972
"Hombres (001)",25438,6133,2997,1169,15225
"Mujeres (002)",24546,6601,2515,720,14747
"PEA (003)",20210,2942,3060,870,13415
"Hombres (004)",13743,2080,1934,653,9143
"Mujeres (005)",6467,862,1126,217,4272
"Ocupada (006)",19685,2877,3008,853,13024
"Hombres (007)",13371,2035,1914,638,8851
"Mujeres (008)",6314,842,1094,215,4173
"Desocupada (009)",525,65,52,17,391
"Hombres (010)",372,45,20,15,292
"Mujeres (011)",153,20,32,2,99
"No PEA (012)",29774,9792,2452,1019,16557
"Hombres (013)",11695,4053,1063,516,6082
"Mujeres (014)",18079,5739,1389,503,10475
,,,,,
"URBANA (018)",24821,3399,4535,1597,15384
"Hombres (019)",12575,1585,2420,951,7685
"Mujeres (020)",12246,1814,2115,646,7699
"PEA (021)",11520,789,2575,704,7518
"Hombres (022)",6927,416,1562,513,4494
"Mujeres (023)",4593,373,1013,191,3024
"Ocupada (024)",11185,770,2527,691,7263
"Hombres (025)",6720,405,1544,502,4327
"Mujeres (026)",4465,365,983,189,2936
"Desocupada (027)",335,19,48,13,255
"Hombres (028)",207,11,18,11,167
"Mujeres (029)",128,8,30,2,88
"No PEA (030)",13301,2610,1960,893,7866
"Hombres (031)",5648,1169,858,438,3191
"Mujeres (032)",7653,1441,1102,455,4675
,,,,,
"RURAL (036)",25163,9335,977,292,14588
"Hombres (037)",12863,4548,577,218,7540
"Mujeres (038)",12300,4787,400,74,7048
"PEA (039)",8690,2153,485,166,5897
"Hombres (040)",6816,1664,372,140,4649
"Mujeres (041)",1874,489,113,26,1248
"Ocupada (042)",8500,2107,481,162,5761
"Hombres (043)",6651,1630,370,136,4524
"Mujeres (044)",1849,477,111,26,1237
"Desocupada (045)",190,46,4,4,136
"Hombres (046)",165,34,2,4,125
"Mujeres (047)",25,12,2,,11
"No PEA (048)",16473,7182,492,126,8691
"Hombres (049)",6047,2884,205,78,2891
"Mujeres (050)",10426,4298,287,48,5800
