"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia CHANCHAMAYO (000)",56213,54457,16478,8153,7910,6096,7892,4364,3564,1756
"Católica (001)",35323,34107,10546,5417,5208,3924,4774,2445,1793,1216
"Cristiana/Evangélica (002)",16052,15627,4353,1971,2022,1674,2513,1576,1518,425
"Otra (003)",2121,2082,635,271,298,237,305,189,147,39
"Ninguna (004)",2717,2641,944,494,382,261,300,154,106,76
,,,,,,,,,,
"URBANA (006)",34550,33314,10793,5157,5120,3893,4558,2236,1557,1236
"Católica (007)",23015,22140,7194,3633,3556,2665,2908,1335,849,875
"Cristiana/Evangélica (008)",8487,8215,2562,1060,1093,890,1292,719,599,272
"Otra (009)",1448,1417,443,174,227,165,209,119,80,31
"Ninguna (010)",1600,1542,594,290,244,173,149,63,29,58
,,,,,,,,,,
"RURAL (012)",21663,21143,5685,2996,2790,2203,3334,2128,2007,520
"Católica (013)",12308,11967,3352,1784,1652,1259,1866,1110,944,341
"Cristiana/Evangélica (014)",7565,7412,1791,911,929,784,1221,857,919,153
"Otra (015)",673,665,192,97,71,72,96,70,67,8
"Ninguna (016)",1117,1099,350,204,138,88,151,91,77,18
