"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia CASMA",,,,,,,,
"Viviendas particulares (001)",10377,5756,3745,290,4,16,1,565
"Ocupantes presentes (002)",42100,23757,15523,1102,7,49,4,1658
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",10185,5655,3665,284,4,12,1,564
"Ocupantes presentes (005)",41469,23410,15276,1076,7,39,4,1657
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",27,,21,6,,,,
"Ocupantes presentes (008)",81,,55,26,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",42,,42,,,,,
"Ocupantes presentes (011)",135,,135,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",18,6,9,,,3,,
"Ocupantes presentes (014)",53,28,22,,,3,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",25,21,3,,,1,,
"Ocupantes presentes (017)",83,61,15,,,7,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",72,69,3,,,,,
"Ocupantes presentes (020)",239,225,14,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",7,4,2,,,,,1
"Ocupantes presentes (023)",36,29,6,,,,,1
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",1,1,,,,,,
"Ocupantes presentes (026)",4,4,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",7135,3121,3149,284,4,14,1,562
"Ocupantes presentes (029)",29251,13259,13215,1076,7,41,4,1649
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",6969,3042,3072,278,4,11,1,561
"Ocupantes presentes (032)",28708,12978,12983,1050,7,38,4,1648
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",27,,21,6,,,,
"Ocupantes presentes (035)",81,,55,26,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",42,,42,,,,,
"Ocupantes presentes (038)",135,,135,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",18,6,9,,,3,,
"Ocupantes presentes (041)",53,28,22,,,3,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",72,69,3,,,,,
"Ocupantes presentes (047)",239,225,14,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",6,3,2,,,,,1
"Ocupantes presentes (050)",31,24,6,,,,,1
"Otro tipo",,,,,,,,
"Viviendas particulares (052)",1,1,,,,,,
"Ocupantes presentes (053)",4,4,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",3242,2635,596,6,,2,,3
"Ocupantes presentes (056)",12849,10498,2308,26,,8,,9
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",3216,2613,593,6,,1,,3
"Ocupantes presentes (059)",12761,10432,2293,26,,1,,9
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",25,21,3,,,1,,
"Ocupantes presentes (071)",83,61,15,,,7,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,
"Ocupantes presentes (077)",5,5,,,,,,
"Otro tipo",,,,,,,,
