"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia JULCAN (000)",900,215,685
"De 14 a 29 años (001)",448,177,271
"De 30 a 44 años (002)",233,32,201
"De 45 a 64 años (003)",152,6,146
"De 65 y más años (004)",67,,67
"Hombres (005)",759,144,615
"De 14 a 29 años (006)",337,109,228
"De 30 a 44 años (007)",213,29,184
"De 45 a 64 años (008)",145,6,139
"De 65 y más años (009)",64,,64
"Mujeres (010)",141,71,70
"De 14 a 29 años (011)",111,68,43
"De 30 a 44 años (012)",20,3,17
"De 45 a 64 años (013)",7,,7
"De 65 y más años (014)",3,,3
,,,
"AREA URBANA (015)",188,50,138
"De 14 a 29 años (016)",84,35,49
"De 30 a 44 años (017)",62,14,48
"De 45 a 64 años (018)",35,1,34
"De 65 y más años (019)",7,,7
"Hombres (020)",152,37,115
"De 14 a 29 años (021)",62,24,38
"De 30 a 44 años (022)",52,12,40
"De 45 a 64 años (023)",32,1,31
"De 65 y más años (024)",6,,6
"Mujeres (025)",36,13,23
"De 14 a 29 años (026)",22,11,11
"De 30 a 44 años (027)",10,2,8
"De 45 a 64 años (028)",3,,3
"De 65 y más años (029)",1,,1
,,,
"AREA RURAL (030)",712,165,547
"De 14 a 29 años (031)",364,142,222
"De 30 a 44 años (032)",171,18,153
"De 45 a 64 años (033)",117,5,112
"De 65 y más años (034)",60,,60
"Hombres (035)",607,107,500
"De 14 a 29 años (036)",275,85,190
"De 30 a 44 años (037)",161,17,144
"De 45 a 64 años (038)",113,5,108
"De 65 y más años (039)",58,,58
"Mujeres (040)",105,58,47
"De 14 a 29 años (041)",89,57,32
"De 30 a 44 años (042)",10,1,9
"De 45 a 64 años (043)",4,,4
"De 65 y más años (044)",2,,2
