"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia OCROS (000)",6181,5981,200
"Hombres (001)",3231,3144,87
"Mujeres (002)",2950,2837,113
"De 18 a 29 años (003)",1593,1505,88
"Hombres (004)",864,813,51
"Mujeres (005)",729,692,37
"De 30 a 44 años (006)",1682,1659,23
"Hombres (007)",880,869,11
"Mujeres (008)",802,790,12
"De 45 a 64 años (009)",1755,1736,19
"Hombres (010)",940,927,13
"Mujeres (011)",815,809,6
"De 65 y más años (012)",1151,1081,70
"Hombres (013)",547,535,12
"Mujeres (014)",604,546,58
,,,
"URBANA (015)",3660,3550,110
"Hombres (016)",1886,1844,42
"Mujeres (017)",1774,1706,68
"De 18 a 29 años (018)",885,842,43
"Hombres (019)",485,461,24
"Mujeres (020)",400,381,19
"De 30 a 44 años (021)",989,975,14
"Hombres (022)",503,496,7
"Mujeres (023)",486,479,7
"De 45 a 64 años (024)",1046,1038,8
"Hombres (025)",564,559,5
"Mujeres (026)",482,479,3
"De 65 y más años (027)",740,695,45
"Hombres (028)",334,328,6
"Mujeres (029)",406,367,39
,,,
"RURAL (030)",2521,2431,90
"Hombres (031)",1345,1300,45
"Mujeres (032)",1176,1131,45
"De 18 a 29 años (033)",708,663,45
"Hombres (034)",379,352,27
"Mujeres (035)",329,311,18
"De 30 a 44 años (036)",693,684,9
"Hombres (037)",377,373,4
"Mujeres (038)",316,311,5
"De 45 a 64 años (039)",709,698,11
"Hombres (040)",376,368,8
"Mujeres (041)",333,330,3
"De 65 y más años (042)",411,386,25
"Hombres (043)",213,207,6
"Mujeres (044)",198,179,19
