"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia VILCAS HUAMAN (000)",17102,2812,2568,2799,2630,1785,4508
"Conviviente (001)",3036,61,820,1184,597,187,187
"Separado(a) (002)",464,7,65,101,112,67,112
"Casado(a) (003)",6896,11,181,1004,1616,1280,2804
"Viudo(a) (004)",1493,,4,18,83,144,1244
"Divorciado(a) (005)",66,,2,5,15,14,30
"Soltero(a) (006)",5147,2733,1496,487,207,93,131
"Hombres (008)",8223,1438,1314,1385,1307,776,2003
"Conviviente (009)",1507,27,305,640,327,101,107
"Separado(a) (010)",121,1,6,18,39,20,37
"Casado(a) (011)",3413,7,60,430,805,588,1523
"Viudo(a) (012)",313,,,4,16,16,277
"Divorciado(a) (013)",29,,1,2,5,8,13
"Soltero(a) (014)",2840,1403,942,291,115,43,46
"Mujeres (016)",8879,1374,1254,1414,1323,1009,2505
"Conviviente (017)",1529,34,515,544,270,86,80
"Separado(a) (018)",343,6,59,83,73,47,75
"Casado(a) (019)",3483,4,121,574,811,692,1281
"Viudo(a) (020)",1180,,4,14,67,128,967
"Divorciado(a) (021)",37,,1,3,10,6,17
"Soltero(a) (022)",2307,1330,554,196,92,50,85
,,,,,,,
"URBANA (024)",5665,907,842,950,992,590,1384
"Conviviente (025)",1052,21,250,426,235,65,55
"Separado(a) (026)",164,1,15,30,46,26,46
"Casado(a) (027)",2209,9,47,266,582,422,883
"Viudo(a) (028)",419,,2,5,29,31,352
"Divorciado(a) (029)",30,,2,,8,6,14
"Soltero(a) (030)",1791,876,526,223,92,40,34
"Hombres (032)",2767,450,424,475,498,285,635
"Conviviente (033)",532,12,83,228,131,45,33
"Separado(a) (034)",46,1,2,8,17,6,12
"Casado(a) (035)",1116,6,16,105,286,211,492
"Viudo(a) (036)",89,,,2,5,2,80
"Divorciado(a) (037)",11,,1,,2,2,6
"Soltero(a) (038)",973,431,322,132,57,19,12
"Mujeres (040)",2898,457,418,475,494,305,749
"Conviviente (041)",520,9,167,198,104,20,22
"Separado(a) (042)",118,,13,22,29,20,34
"Casado(a) (043)",1093,3,31,161,296,211,391
"Viudo(a) (044)",330,,2,3,24,29,272
"Divorciado(a) (045)",19,,1,,6,4,8
"Soltero(a) (046)",818,445,204,91,35,21,22
,,,,,,,
"RURAL (048)",11437,1905,1726,1849,1638,1195,3124
"Conviviente (049)",1984,40,570,758,362,122,132
"Separado(a) (050)",300,6,50,71,66,41,66
"Casado(a) (051)",4687,2,134,738,1034,858,1921
"Viudo(a) (052)",1074,,2,13,54,113,892
"Divorciado(a) (053)",36,,,5,7,8,16
"Soltero(a) (054)",3356,1857,970,264,115,53,97
"Hombres (056)",5456,988,890,910,809,491,1368
"Conviviente (057)",975,15,222,412,196,56,74
"Separado(a) (058)",75,,4,10,22,14,25
"Casado(a) (059)",2297,1,44,325,519,377,1031
"Viudo(a) (060)",224,,,2,11,14,197
"Divorciado(a) (061)",18,,,2,3,6,7
"Soltero(a) (062)",1867,972,620,159,58,24,34
"Mujeres (064)",5981,917,836,939,829,704,1756
"Conviviente (065)",1009,25,348,346,166,66,58
"Separado(a) (066)",225,6,46,61,44,27,41
"Casado(a) (067)",2390,1,90,413,515,481,890
"Viudo(a) (068)",850,,2,11,43,99,695
"Divorciado(a) (069)",18,,,3,4,2,9
"Soltero(a) (070)",1489,885,350,105,57,29,63
