"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia AYABACA (000)",37404,983,12568,11172,9088,3593
"Empleado (001)",2895,16,781,1410,666,22
"Obrero (002)",2980,38,1395,841,570,136
"Trabajador independiente (003)",22157,145,4821,7178,6910,3103
"Empleador o patrono (004)",263,,58,93,82,30
"Trabajador familiar no remunerado (005)",7078,656,4377,1198,623,224
"Trabajador del hogar (006)",395,25,235,70,54,11
"Desocupado (008)",1636,103,901,382,183,67
"Hombres (009)",32252,814,10874,9433,7862,3269
"Empleado (010)",1504,10,359,719,399,17
"Obrero (011)",2787,32,1330,789,519,117
"Trabajador independiente (012)",20284,122,4384,6588,6297,2893
"Empleador o patrono (013)",234,,50,84,73,27
"Trabajador familiar no remunerado (014)",6065,569,4023,916,408,149
"Trabajador del hogar (015)",17,4,10,2,,1
"Desocupado (017)",1361,77,718,335,166,65
"Mujeres (018)",5152,169,1694,1739,1226,324
"Empleado (019)",1391,6,422,691,267,5
"Obrero (020)",193,6,65,52,51,19
"Trabajador independiente (021)",1873,23,437,590,613,210
"Empleador o patrono (022)",29,,8,9,9,3
"Trabajador familiar no remunerado (023)",1013,87,354,282,215,75
"Trabajador del hogar (024)",378,21,225,68,54,10
"Desocupado (026)",275,26,183,47,17,2
,,,,,,
"URBANA (027)",6055,130,1836,2175,1548,366
"Empleado (028)",1909,16,473,912,492,16
"Obrero (029)",624,7,302,167,121,27
"Trabajador independiente (030)",2494,37,552,844,779,282
"Empleador o patrono (031)",57,,15,19,18,5
"Trabajador familiar no remunerado (032)",435,46,178,116,71,24
"Trabajador del hogar (033)",175,16,121,23,14,1
"Desocupado (035)",361,8,195,94,53,11
"Hombres (036)",3916,77,1164,1349,1029,297
"Empleado (037)",1018,10,227,478,292,11
"Obrero (038)",578,5,284,157,109,23
"Trabajador independiente (039)",1778,25,391,582,545,235
"Empleador o patrono (040)",39,,11,13,11,4
"Trabajador familiar no remunerado (041)",241,28,118,53,29,13
"Trabajador del hogar (042)",6,3,3,,,
"Desocupado (044)",256,6,130,66,43,11
"Mujeres (045)",2139,53,672,826,519,69
"Empleado (046)",891,6,246,434,200,5
"Obrero (047)",46,2,18,10,12,4
"Trabajador independiente (048)",716,12,161,262,234,47
"Empleador o patrono (049)",18,,4,6,7,1
"Trabajador familiar no remunerado (050)",194,18,60,63,42,11
"Trabajador del hogar (051)",169,13,118,23,14,1
"Desocupado (053)",105,2,65,28,10,
,,,,,,
"RURAL (054)",31349,853,10732,8997,7540,3227
"Empleado (055)",986,,308,498,174,6
"Obrero (056)",2356,31,1093,674,449,109
"Trabajador independiente (057)",19663,108,4269,6334,6131,2821
"Empleador o patrono (058)",206,,43,74,64,25
"Trabajador familiar no remunerado (059)",6643,610,4199,1082,552,200
"Trabajador del hogar (060)",220,9,114,47,40,10
"Desocupado (062)",1275,95,706,288,130,56
"Hombres (063)",28336,737,9710,8084,6833,2972
"Empleado (064)",486,,132,241,107,6
"Obrero (065)",2209,27,1046,632,410,94
"Trabajador independiente (066)",18506,97,3993,6006,5752,2658
"Empleador o patrono (067)",195,,39,71,62,23
"Trabajador familiar no remunerado (068)",5824,541,3905,863,379,136
"Trabajador del hogar (069)",11,1,7,2,,1
"Desocupado (071)",1105,71,588,269,123,54
"Mujeres (072)",3013,116,1022,913,707,255
"Empleado (073)",500,,176,257,67,
"Obrero (074)",147,4,47,42,39,15
"Trabajador independiente (075)",1157,11,276,328,379,163
"Empleador o patrono (076)",11,,4,3,2,2
"Trabajador familiar no remunerado (077)",819,69,294,219,173,64
"Trabajador del hogar (078)",209,8,107,45,40,9
"Desocupado (080)",170,24,118,19,7,2
