"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CASMA (000)",32589,4743,6135,6582,5585,4025,5519
"Conviviente (001)",10658,97,1865,3508,2632,1472,1084
"Separado(a) (002)",1452,10,120,315,339,325,343
"Casado(a) (003)",7393,5,181,1042,1812,1687,2666
"Viudo(a) (004)",1239,2,4,15,69,130,1019
"Divorciado(a) (005)",118,,1,6,26,42,43
"Soltero(a) (006)",11729,4629,3964,1696,707,369,364
"Hombres (008)",16598,2402,3199,3321,2775,2006,2895
"Conviviente (009)",5222,22,654,1714,1371,806,655
"Separado(a) (010)",463,1,14,73,98,109,168
"Casado(a) (011)",3679,1,50,437,856,831,1504
"Viudo(a) (012)",372,,1,3,20,26,322
"Divorciado(a) (013)",56,,,2,11,21,22
"Soltero(a) (014)",6806,2378,2480,1092,419,213,224
"Mujeres (016)",15991,2341,2936,3261,2810,2019,2624
"Conviviente (017)",5436,75,1211,1794,1261,666,429
"Separado(a) (018)",989,9,106,242,241,216,175
"Casado(a) (019)",3714,4,131,605,956,856,1162
"Viudo(a) (020)",867,2,3,12,49,104,697
"Divorciado(a) (021)",62,,1,4,15,21,21
"Soltero(a) (022)",4923,2251,1484,604,288,156,140
,,,,,,,
"URBANA (024)",22808,3147,4265,4701,4070,2862,3763
"Conviviente (025)",7178,58,1281,2426,1785,969,659
"Separado(a) (026)",1085,5,83,237,269,248,243
"Casado(a) (027)",5368,4,129,767,1406,1232,1830
"Viudo(a) (028)",848,2,4,9,47,92,694
"Divorciado(a) (029)",101,,,4,23,36,38
"Soltero(a) (030)",8228,3078,2768,1258,540,285,299
"Hombres (032)",11410,1604,2154,2309,1985,1414,1944
"Conviviente (033)",3479,15,448,1169,918,528,401
"Separado(a) (034)",348,1,10,60,77,88,112
"Casado(a) (035)",2652,1,37,314,661,606,1033
"Viudo(a) (036)",242,,1,1,16,19,205
"Divorciado(a) (037)",44,,,1,10,16,17
"Soltero(a) (038)",4645,1587,1658,764,303,157,176
"Mujeres (040)",11398,1543,2111,2392,2085,1448,1819
"Conviviente (041)",3699,43,833,1257,867,441,258
"Separado(a) (042)",737,4,73,177,192,160,131
"Casado(a) (043)",2716,3,92,453,745,626,797
"Viudo(a) (044)",606,2,3,8,31,73,489
"Divorciado(a) (045)",57,,,3,13,20,21
"Soltero(a) (046)",3583,1491,1110,494,237,128,123
,,,,,,,
"RURAL (048)",9781,1596,1870,1881,1515,1163,1756
"Conviviente (049)",3480,39,584,1082,847,503,425
"Separado(a) (050)",367,5,37,78,70,77,100
"Casado(a) (051)",2025,1,52,275,406,455,836
"Viudo(a) (052)",391,,,6,22,38,325
"Divorciado(a) (053)",17,,1,2,3,6,5
"Soltero(a) (054)",3501,1551,1196,438,167,84,65
"Hombres (056)",5188,798,1045,1012,790,592,951
"Conviviente (057)",1743,7,206,545,453,278,254
"Separado(a) (058)",115,,4,13,21,21,56
"Casado(a) (059)",1027,,13,123,195,225,471
"Viudo(a) (060)",130,,,2,4,7,117
"Divorciado(a) (061)",12,,,1,1,5,5
"Soltero(a) (062)",2161,791,822,328,116,56,48
"Mujeres (064)",4593,798,825,869,725,571,805
"Conviviente (065)",1737,32,378,537,394,225,171
"Separado(a) (066)",252,5,33,65,49,56,44
"Casado(a) (067)",998,1,39,152,211,230,365
"Viudo(a) (068)",261,,,4,18,31,208
"Divorciado(a) (069)",5,,1,1,2,1,
"Soltero(a) (070)",1340,760,374,110,51,28,17
