"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia LUCANAS (000)",57604,17215,6163,929,33336
"Hombres (001)",29589,8189,3192,615,17622
"Mujeres (002)",28015,9026,2971,314,15714
"PEA (003)",24581,4343,3232,524,16504
"Hombres (004)",16832,2779,1889,408,11772
"Mujeres (005)",7749,1564,1343,116,4732
"Ocupada (006)",23580,4134,3190,507,15771
"Hombres (007)",16090,2633,1857,396,11220
"Mujeres (008)",7490,1501,1333,111,4551
"Desocupada (009)",1001,209,42,17,733
"Hombres (010)",742,146,32,12,552
"Mujeres (011)",259,63,10,5,181
"No PEA (012)",33023,12872,2931,405,16832
"Hombres (013)",12757,5410,1303,207,5850
"Mujeres (014)",20266,7462,1628,198,10982
,,,,,
"URBANA (018)",34103,9586,5355,658,18534
"Hombres (019)",16899,4488,2710,434,9291
"Mujeres (020)",17204,5098,2645,224,9243
"PEA (021)",14537,2576,2695,366,8918
"Hombres (022)",9182,1510,1533,277,5876
"Mujeres (023)",5355,1066,1162,89,3042
"Ocupada (024)",13922,2469,2662,354,8455
"Hombres (025)",8738,1441,1508,269,5534
"Mujeres (026)",5184,1028,1154,85,2921
"Desocupada (027)",615,107,33,12,463
"Hombres (028)",444,69,25,8,342
"Mujeres (029)",171,38,8,4,121
"No PEA (030)",19566,7010,2660,292,9616
"Hombres (031)",7717,2978,1177,157,3415
"Mujeres (032)",11849,4032,1483,135,6201
,,,,,
"RURAL (036)",23501,7629,808,271,14802
"Hombres (037)",12690,3701,482,181,8331
"Mujeres (038)",10811,3928,326,90,6471
"PEA (039)",10044,1767,537,158,7586
"Hombres (040)",7650,1269,356,131,5896
"Mujeres (041)",2394,498,181,27,1690
"Ocupada (042)",9658,1665,528,153,7316
"Hombres (043)",7352,1192,349,127,5686
"Mujeres (044)",2306,473,179,26,1630
"Desocupada (045)",386,102,9,5,270
"Hombres (046)",298,77,7,4,210
"Mujeres (047)",88,25,2,1,60
"No PEA (048)",13457,5862,271,113,7216
"Hombres (049)",5040,2432,126,50,2435
"Mujeres (050)",8417,3430,145,63,4781
