"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CHUCUITO",,,,,,,,,
"Viviendas particulares (001)",9897,4890,411,93,1035,16,9,66,3377
"Ocupantes presentes (002)",38119,20061,1419,334,4575,58,48,269,11355
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",9537,4634,387,91,1031,15,9,63,3307
"Ocupantes presentes (005)",36661,18970,1356,331,4554,53,48,248,11101
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",31,31,,,,,,,
"Ocupantes presentes (008)",138,138,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",27,23,2,,,,,,2
"Ocupantes presentes (011)",82,65,11,,,,,,6
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",194,186,3,2,,1,,,2
"Ocupantes presentes (014)",859,830,10,3,,5,,,11
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",96,5,19,,4,,,3,65
"Ocupantes presentes (017)",336,16,42,,21,,,21,236
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,,
"Ocupantes presentes (020)",5,5,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",10,10,,,,,,,
"Ocupantes presentes (023)",37,37,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,,,,,,,,1
"Ocupantes presentes (026)",1,,,,,,,,1
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",5477,4255,251,40,500,11,2,6,412
"Ocupantes presentes (029)",23097,17892,915,147,2615,34,5,30,1459
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",5214,4004,246,38,500,10,2,6,408
"Ocupantes presentes (032)",21976,16817,894,144,2615,29,5,30,1442
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",31,31,,,,,,,
"Ocupantes presentes (035)",138,138,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",27,23,2,,,,,,2
"Ocupantes presentes (038)",82,65,11,,,,,,6
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",194,186,3,2,,1,,,2
"Ocupantes presentes (041)",859,830,10,3,,5,,,11
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,,
"Ocupantes presentes (047)",5,5,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",10,10,,,,,,,
"Ocupantes presentes (050)",37,37,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",4420,635,160,53,535,5,7,60,2965
"Ocupantes presentes (056)",15022,2169,504,187,1960,24,43,239,9896
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",4323,630,141,53,531,5,7,57,2899
"Ocupantes presentes (059)",14685,2153,462,187,1939,24,43,218,9659
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",96,5,19,,4,,,3,65
"Ocupantes presentes (071)",336,16,42,,21,,,21,236
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",1,,,,,,,,1
