"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia AZANGARO (000)",43712,642,13439,13920,11487,4224
"Empleado (001)",3800,10,940,1609,1198,43
"Obrero (002)",3807,26,1548,1314,730,189
"Trabajador independiente (003)",19102,72,4138,6301,6036,2555
"Empleador o patrono (004)",205,1,88,62,33,21
"Trabajador familiar no remunerado (005)",11709,464,3883,3252,2853,1257
"Trabajador del hogar (006)",407,11,234,90,59,13
"Desocupado (008)",4682,58,2608,1292,578,146
"Hombres (009)",26676,340,7853,8601,7206,2676
"Empleado (010)",2657,5,535,1083,997,37
"Obrero (011)",3076,18,1285,1093,566,114
"Trabajador independiente (012)",12772,42,2575,4220,4117,1818
"Empleador o patrono (013)",139,1,60,41,24,13
"Trabajador familiar no remunerado (014)",4473,240,1605,1083,982,563
"Trabajador del hogar (015)",28,2,13,4,6,3
"Desocupado (017)",3531,32,1780,1077,514,128
"Mujeres (018)",17036,302,5586,5319,4281,1548
"Empleado (019)",1143,5,405,526,201,6
"Obrero (020)",731,8,263,221,164,75
"Trabajador independiente (021)",6330,30,1563,2081,1919,737
"Empleador o patrono (022)",66,,28,21,9,8
"Trabajador familiar no remunerado (023)",7236,224,2278,2169,1871,694
"Trabajador del hogar (024)",379,9,221,86,53,10
"Desocupado (026)",1151,26,828,215,64,18
,,,,,,
"URBANA (027)",11178,137,3480,4293,2769,499
"Empleado (028)",2813,7,625,1263,888,30
"Obrero (029)",1395,7,510,553,276,49
"Trabajador independiente (030)",4265,37,1099,1666,1168,295
"Empleador o patrono (031)",60,1,27,19,9,4
"Trabajador familiar no remunerado (032)",1014,64,353,293,223,81
"Trabajador del hogar (033)",191,6,105,46,29,5
"Desocupado (035)",1440,15,761,453,176,35
"Hombres (036)",6966,78,2076,2636,1867,309
"Empleado (037)",1860,3,324,802,706,25
"Obrero (038)",1244,7,455,499,249,34
"Trabajador independiente (039)",2317,20,594,857,669,177
"Empleador o patrono (040)",42,1,20,13,6,2
"Trabajador familiar no remunerado (041)",432,41,158,107,85,41
"Trabajador del hogar (042)",14,1,9,1,2,1
"Desocupado (044)",1057,5,516,357,150,29
"Mujeres (045)",4212,59,1404,1657,902,190
"Empleado (046)",953,4,301,461,182,5
"Obrero (047)",151,,55,54,27,15
"Trabajador independiente (048)",1948,17,505,809,499,118
"Empleador o patrono (049)",18,,7,6,3,2
"Trabajador familiar no remunerado (050)",582,23,195,186,138,40
"Trabajador del hogar (051)",177,5,96,45,27,4
"Desocupado (053)",383,10,245,96,26,6
,,,,,,
"RURAL (054)",32534,505,9959,9627,8718,3725
"Empleado (055)",987,3,315,346,310,13
"Obrero (056)",2412,19,1038,761,454,140
"Trabajador independiente (057)",14837,35,3039,4635,4868,2260
"Empleador o patrono (058)",145,,61,43,24,17
"Trabajador familiar no remunerado (059)",10695,400,3530,2959,2630,1176
"Trabajador del hogar (060)",216,5,129,44,30,8
"Desocupado (062)",3242,43,1847,839,402,111
"Hombres (063)",19710,262,5777,5965,5339,2367
"Empleado (064)",797,2,211,281,291,12
"Obrero (065)",1832,11,830,594,317,80
"Trabajador independiente (066)",10455,22,1981,3363,3448,1641
"Empleador o patrono (067)",97,,40,28,18,11
"Trabajador familiar no remunerado (068)",4041,199,1447,976,897,522
"Trabajador del hogar (069)",14,1,4,3,4,2
"Desocupado (071)",2474,27,1264,720,364,99
"Mujeres (072)",12824,243,4182,3662,3379,1358
"Empleado (073)",190,1,104,65,19,1
"Obrero (074)",580,8,208,167,137,60
"Trabajador independiente (075)",4382,13,1058,1272,1420,619
"Empleador o patrono (076)",48,,21,15,6,6
"Trabajador familiar no remunerado (077)",6654,201,2083,1983,1733,654
"Trabajador del hogar (078)",202,4,125,41,26,6
"Desocupado (080)",768,16,583,119,38,12
