"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia HUAURA (000)",187250,6957,37187,37715,31384,25677,19015,13329,15986
"Quechua (001)",3698,10,98,135,551,898,703,537,766
"Aymara (002)",99,3,11,,11,23,17,11,23
"Ashaninca (003)",4,,1,1,,1,,,1
"Otra lengua nativa (004)",182,5,22,102,7,17,12,7,10
"Castellano (005)",182976,6935,37016,37407,30738,24689,18253,12761,15177
"Idioma extranjero (006)",14,,,1,1,5,1,2,4
"Es sordomudo/a (007)",277,4,39,69,76,44,29,11,5
"Hombres (009)",94363,3584,18984,19113,15772,12623,9402,6774,8111
"Quechua (010)",1857,7,64,58,276,460,357,270,365
"Aymara (011)",65,2,8,,7,17,12,10,9
"Ashaninca (012)",2,,,1,,,,,1
"Otra lengua nativa (013)",148,3,15,82,7,17,9,5,10
"Castellano (014)",92129,3568,18881,18919,15443,12105,9009,6483,7721
"Idioma extranjero (015)",7,,,1,1,3,1,,1
"Es sordomudo/a (016)",155,4,16,52,38,21,14,6,4
"Mujeres (018)",92887,3373,18203,18602,15612,13054,9613,6555,7875
"Quechua (019)",1841,3,34,77,275,438,346,267,401
"Aymara (020)",34,1,3,,4,6,5,1,14
"Ashaninca (021)",2,,1,,,1,,,
"Otra lengua nativa (022)",34,2,7,20,,,3,2,
"Castellano (023)",90847,3367,18135,18488,15295,12584,9244,6278,7456
"Idioma extranjero (024)",7,,,,,2,,2,3
"Es sordomudo/a (025)",122,,23,17,38,23,15,5,1
,,,,,,,,,
"URBANA (027)",161953,5844,31789,32544,27229,22541,16531,11598,13877
"Quechua (028)",2933,3,77,113,450,719,551,427,593
"Aymara (029)",98,3,11,,11,23,17,11,22
"Ashaninca (030)",2,,1,1,,,,,
"Otra lengua nativa (031)",159,5,22,79,7,17,12,7,10
"Castellano (032)",158523,5830,31644,32287,26698,21742,15931,11145,13246
"Idioma extranjero (033)",14,,,1,1,5,1,2,4
"Es sordomudo/a (034)",224,3,34,63,62,35,19,6,2
"Hombres (036)",80785,2985,16193,16387,13482,10942,8052,5802,6942
"Quechua (037)",1444,2,49,46,228,367,268,214,270
"Aymara (038)",65,2,8,,7,17,12,10,9
"Ashaninca (039)",1,,,1,,,,,
"Otra lengua nativa (040)",126,3,15,60,7,17,9,5,10
"Castellano (041)",79017,2975,16108,16227,13206,10522,7757,5571,6651
"Idioma extranjero (042)",7,,,1,1,3,1,,1
"Es sordomudo/a (043)",125,3,13,52,33,16,5,2,1
"Mujeres (045)",81168,2859,15596,16157,13747,11599,8479,5796,6935
"Quechua (046)",1489,1,28,67,222,352,283,213,323
"Aymara (047)",33,1,3,,4,6,5,1,13
"Ashaninca (048)",1,,1,,,,,,
"Otra lengua nativa (049)",33,2,7,19,,,3,2,
"Castellano (050)",79506,2855,15536,16060,13492,11220,8174,5574,6595
"Idioma extranjero (051)",7,,,,,2,,2,3
"Es sordomudo/a (052)",99,,21,11,29,19,14,4,1
,,,,,,,,,
"RURAL (054)",25297,1113,5398,5171,4155,3136,2484,1731,2109
"Quechua (055)",765,7,21,22,101,179,152,110,173
"Aymara (056)",1,,,,,,,,1
"Ashaninca (057)",2,,,,,1,,,1
"Otra lengua nativa (058)",23,,,23,,,,,
"Castellano (059)",24453,1105,5372,5120,4040,2947,2322,1616,1931
"Es sordomudo/a (061)",53,1,5,6,14,9,10,5,3
"Hombres (063)",13578,599,2791,2726,2290,1681,1350,972,1169
"Quechua (064)",413,5,15,12,48,93,89,56,95
"Ashaninca (066)",1,,,,,,,,1
"Otra lengua nativa (067)",22,,,22,,,,,
"Castellano (068)",13112,593,2773,2692,2237,1583,1252,912,1070
"Es sordomudo/a (070)",30,1,3,,5,5,9,4,3
"Mujeres (072)",11719,514,2607,2445,1865,1455,1134,759,940
"Quechua (073)",352,2,6,10,53,86,63,54,78
"Aymara (074)",1,,,,,,,,1
"Ashaninca (075)",1,,,,,1,,,
"Otra lengua nativa (076)",1,,,1,,,,,
"Castellano (077)",11341,512,2599,2428,1803,1364,1070,704,861
"Es sordomudo/a (079)",23,,2,6,9,4,1,1,
