"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ATALAYA (000)",34809,12845,2818,680,18530
"Hombres (001)",18409,6345,1531,493,10074
"Mujeres (002)",16400,6500,1287,187,8456
"PEA (003)",13646,2733,1505,370,9065
"Hombres (004)",9388,1723,979,311,6393
"Mujeres (005)",4258,1010,526,59,2672
"Ocupada (006)",12955,2528,1485,363,8606
"Hombres (007)",8875,1587,963,305,6038
"Mujeres (008)",4080,941,522,58,2568
"Desocupada (009)",691,205,20,7,459
"Hombres (010)",513,136,16,6,355
"Mujeres (011)",178,69,4,1,104
"No PEA (012)",21163,10112,1313,310,9465
"Hombres (013)",9021,4622,552,182,3681
"Mujeres (014)",12142,5490,761,128,5784
,,,,,
"URBANA (018)",12913,3185,1840,523,7405
"Hombres (019)",6847,1503,1030,393,3945
"Mujeres (020)",6066,1682,810,130,3460
"PEA (021)",5664,597,1039,292,3756
"Hombres (022)",3807,330,694,249,2549
"Mujeres (023)",1857,267,345,43,1207
"Ocupada (024)",5393,569,1025,285,3534
"Hombres (025)",3603,315,682,243,2378
"Mujeres (026)",1790,254,343,42,1156
"Desocupada (027)",271,28,14,7,222
"Hombres (028)",204,15,12,6,171
"Mujeres (029)",67,13,2,1,51
"No PEA (030)",7249,2588,801,231,3649
"Hombres (031)",3040,1173,336,144,1396
"Mujeres (032)",4209,1415,465,87,2253
,,,,,
"RURAL (036)",21896,9660,978,157,11125
"Hombres (037)",11562,4842,501,100,6129
"Mujeres (038)",10334,4818,477,57,4996
"PEA (039)",7982,2136,466,78,5309
"Hombres (040)",5581,1393,285,62,3844
"Mujeres (041)",2401,743,181,16,1465
"Ocupada (042)",7562,1959,460,78,5072
"Hombres (043)",5272,1272,281,62,3660
"Mujeres (044)",2290,687,179,16,1412
"Desocupada (045)",420,177,6,,237
"Hombres (046)",309,121,4,,184
"Mujeres (047)",111,56,2,,53
"No PEA (048)",13914,7524,512,79,5816
"Hombres (049)",5981,3449,216,38,2285
"Mujeres (050)",7933,4075,296,41,3531
