"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUANCAVELICA (000)",48354,875,16880,16160,11232,3207
"Empleado (001)",8319,20,2307,4146,1787,59
"Obrero (002)",4038,17,1689,1378,839,115
"Trabajador independiente (003)",22229,89,5805,7432,6447,2456
"Empleador o patrono (004)",260,1,74,91,69,25
"Trabajador familiar no remunerado (005)",9729,688,4805,2244,1569,423
"Trabajador del hogar (006)",439,19,285,75,51,9
"Desocupado (008)",3340,41,1915,794,470,120
"Hombres (009)",29967,459,10077,10017,7241,2173
"Empleado (010)",4786,13,1210,2309,1206,48
"Obrero (011)",3591,17,1520,1214,740,100
"Trabajador independiente (012)",15774,54,4022,5388,4551,1759
"Empleador o patrono (013)",171,1,37,66,51,16
"Trabajador familiar no remunerado (014)",3240,348,2045,440,266,141
"Trabajador del hogar (015)",27,2,18,4,1,2
"Desocupado (017)",2378,24,1225,596,426,107
"Mujeres (018)",18387,416,6803,6143,3991,1034
"Empleado (019)",3533,7,1097,1837,581,11
"Obrero (020)",447,,169,164,99,15
"Trabajador independiente (021)",6455,35,1783,2044,1896,697
"Empleador o patrono (022)",89,,37,25,18,9
"Trabajador familiar no remunerado (023)",6489,340,2760,1804,1303,282
"Trabajador del hogar (024)",412,17,267,71,50,7
"Desocupado (026)",962,17,690,198,44,13
,,,,,,
"URBANA (027)",20218,205,6592,7935,4645,841
"Empleado (028)",7568,18,2031,3845,1627,47
"Obrero (029)",2472,14,1017,852,534,55
"Trabajador independiente (030)",6848,60,1864,2389,1945,590
"Empleador o patrono (031)",174,,45,60,53,16
"Trabajador familiar no remunerado (032)",1068,89,419,270,214,76
"Trabajador del hogar (033)",341,14,205,67,47,8
"Desocupado (035)",1747,10,1011,452,225,49
"Hombres (036)",12224,125,3953,4712,2904,530
"Empleado (037)",4273,13,1059,2099,1066,36
"Obrero (038)",2172,14,910,739,465,44
"Trabajador independiente (039)",4067,40,1153,1430,1081,363
"Empleador o patrono (040)",117,,23,43,39,12
"Trabajador familiar no remunerado (041)",411,52,193,75,58,33
"Trabajador del hogar (042)",18,1,13,3,,1
"Desocupado (044)",1166,5,602,323,195,41
"Mujeres (045)",7994,80,2639,3223,1741,311
"Empleado (046)",3295,5,972,1746,561,11
"Obrero (047)",300,,107,113,69,11
"Trabajador independiente (048)",2781,20,711,959,864,227
"Empleador o patrono (049)",57,,22,17,14,4
"Trabajador familiar no remunerado (050)",657,37,226,195,156,43
"Trabajador del hogar (051)",323,13,192,64,47,7
"Desocupado (053)",581,5,409,129,30,8
,,,,,,
"RURAL (054)",28136,670,10288,8225,6587,2366
"Empleado (055)",751,2,276,301,160,12
"Obrero (056)",1566,3,672,526,305,60
"Trabajador independiente (057)",15381,29,3941,5043,4502,1866
"Empleador o patrono (058)",86,1,29,31,16,9
"Trabajador familiar no remunerado (059)",8661,599,4386,1974,1355,347
"Trabajador del hogar (060)",98,5,80,8,4,1
"Desocupado (062)",1593,31,904,342,245,71
"Hombres (063)",17743,334,6124,5305,4337,1643
"Empleado (064)",513,,151,210,140,12
"Obrero (065)",1419,3,610,475,275,56
"Trabajador independiente (066)",11707,14,2869,3958,3470,1396
"Empleador o patrono (067)",54,1,14,23,12,4
"Trabajador familiar no remunerado (068)",2829,296,1852,365,208,108
"Trabajador del hogar (069)",9,1,5,1,1,1
"Desocupado (071)",1212,19,623,273,231,66
"Mujeres (072)",10393,336,4164,2920,2250,723
"Empleado (073)",238,2,125,91,20,
"Obrero (074)",147,,62,51,30,4
"Trabajador independiente (075)",3674,15,1072,1085,1032,470
"Empleador o patrono (076)",32,,15,8,4,5
"Trabajador familiar no remunerado (077)",5832,303,2534,1609,1147,239
"Trabajador del hogar (078)",89,4,75,7,3,
"Desocupado (080)",381,12,281,69,14,5
