"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CAJATAMBO (000)",2864,579,526,1224,59,422,54
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",17,16,,,1,,
"Profes., científicos e intelectuales (002)",348,323,,23,1,1,
"Técnicos de nivel medio y trab. asimilados (003)",46,38,,8,,,
"Jefes y empleados de oficina (004)",82,82,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",210,35,8,142,3,22,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",974,,,925,49,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",165,,118,41,3,3,
"Obreros construc.,conf.,papel, fab., instr. (008)",90,14,58,17,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",847,45,324,41,1,382,54
"Otra (010)",12,12,,,,,
"Ocupación no especificada (011)",73,14,18,27,1,13,
"Hombres (012)",2085,338,459,967,50,268,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",14,13,,,1,,
"Profes., científicos e intelectuales (014)",186,170,,15,1,,
"Técnicos de nivel medio y trab. asimilados (015)",36,28,,8,,,
"Jefes y empleados de oficina (016)",45,45,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",81,19,,55,1,6,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",858,,,815,43,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",157,,114,38,3,2,
"Obreros construc.,conf.,papel, fab., instr. (020)",90,14,58,17,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",571,27,276,8,1,256,3
"Otra (022)",11,11,,,,,
"Ocupación no especificada (023)",36,11,11,11,,3,
"Mujeres (024)",779,241,67,257,9,154,51
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",3,3,,,,,
"Profes., científicos e intelectuales (026)",162,153,,8,,1,
"Técnicos de nivel medio y trab. asimilados (027)",10,10,,,,,
"Jefes y empleados de oficina (028)",37,37,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",129,16,8,87,2,16,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",116,,,110,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",8,,4,3,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",276,18,48,33,,126,51
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",37,3,7,16,1,10,
,,,,,,,
"URBANA (036)",1734,461,302,680,40,204,47
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",13,13,,,,,
"Profes., científicos e intelectuales (038)",261,248,,13,,,
"Técnicos de nivel medio y trab. asimilados (039)",34,26,,8,,,
"Jefes y empleados de oficina (040)",70,70,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",171,28,8,112,3,20,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",471,,,438,33,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",67,,28,33,3,3,
"Obreros construc.,conf.,papel, fab., instr. (044)",61,12,33,15,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",517,39,220,39,,172,47
"Otra (046)",12,12,,,,,
"Ocupación no especificada (047)",57,13,13,22,1,8,
"Hombres (048)",1142,265,250,475,33,117,2
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",10,10,,,,,
"Profes., científicos e intelectuales (050)",142,134,,8,,,
"Técnicos de nivel medio y trab. asimilados (051)",26,18,,8,,,
"Jefes y empleados de oficina (052)",34,34,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",60,15,,38,1,6,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",388,,,359,29,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",61,,24,32,3,2,
"Obreros construc.,conf.,papel, fab., instr. (056)",61,12,33,15,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",323,21,186,8,,106,2
"Otra (058)",11,11,,,,,
"Ocupación no especificada (059)",26,10,7,7,,2,
"Mujeres (060)",592,196,52,205,7,87,45
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3,3,,,,,
"Profes., científicos e intelectuales (062)",119,114,,5,,,
"Técnicos de nivel medio y trab. asimilados (063)",8,8,,,,,
"Jefes y empleados de oficina (064)",36,36,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",111,13,8,74,2,14,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",83,,,79,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",6,,4,1,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",194,18,34,31,,66,45
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",31,3,6,15,1,6,
,,,,,,,
"RURAL (072)",1130,118,224,544,19,218,7
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",4,3,,,1,,
"Profes., científicos e intelectuales (074)",87,75,,10,1,1,
"Técnicos de nivel medio y trab. asimilados (075)",12,12,,,,,
"Jefes y empleados de oficina (076)",12,12,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",39,7,,30,,2,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",503,,,487,16,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",98,,90,8,,,
"Obreros construc.,conf.,papel, fab., instr. (080)",29,2,25,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",330,6,104,2,1,210,7
"Ocupación no especificada (083)",16,1,5,5,,5,
"Hombres (084)",943,73,209,492,17,151,1
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",4,3,,,1,,
"Profes., científicos e intelectuales (086)",44,36,,7,1,,
"Técnicos de nivel medio y trab. asimilados (087)",10,10,,,,,
"Jefes y empleados de oficina (088)",11,11,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",21,4,,17,,,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",470,,,456,14,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",96,,90,6,,,
"Obreros construc.,conf.,papel, fab., instr. (092)",29,2,25,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",248,6,90,,1,150,1
"Ocupación no especificada (095)",10,1,4,4,,1,
"Mujeres (096)",187,45,15,52,2,67,6
"Profes., científicos e intelectuales (098)",43,39,,3,,1,
"Técnicos de nivel medio y trab. asimilados (099)",2,2,,,,,
"Jefes y empleados de oficina (100)",1,1,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",18,3,,13,,2,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",33,,,31,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",2,,,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",82,,14,2,,60,6
"Ocupación no especificada (107)",6,,1,1,,4,
