"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia UTCUBAMBA (000)",93972,25399,29440,20370,13838,4925
"Hombres (001)",49208,12916,15428,10622,7468,2774
"Mujeres (002)",44764,12483,14012,9748,6370,2151
"PEA (003)",37215,1179,13732,12316,7945,2043
"Hombres (004)",30247,915,11106,9748,6642,1836
"Mujeres (005)",6968,264,2626,2568,1303,207
"Ocupada (006)",35569,1068,12913,11903,7699,1986
"Hombres (007)",28964,846,10523,9396,6417,1782
"Mujeres (008)",6605,222,2390,2507,1282,204
"Desocupada (009)",1646,111,819,413,246,57
"Hombres (010)",1283,69,583,352,225,54
"Mujeres (011)",363,42,236,61,21,3
"No PEA (012)",56757,24220,15708,8054,5893,2882
"Hombres (013)",18961,12001,4322,874,826,938
"Mujeres (014)",37796,12219,11386,7180,5067,1944
,,,,,,
"URBANA (018)",41289,9951,13153,9725,6360,2100
"Hombres (019)",21303,5016,6780,4907,3445,1155
"Mujeres (020)",19986,4935,6373,4818,2915,945
"PEA (021)",17427,439,6035,6315,3859,779
"Hombres (022)",12668,316,4321,4417,2960,654
"Mujeres (023)",4759,123,1714,1898,899,125
"Ocupada (024)",16453,395,5538,6071,3703,746
"Hombres (025)",11933,285,3986,4220,2819,623
"Mujeres (026)",4520,110,1552,1851,884,123
"Desocupada (027)",974,44,497,244,156,33
"Hombres (028)",735,31,335,197,141,31
"Mujeres (029)",239,13,162,47,15,2
"No PEA (030)",23862,9512,7118,3410,2501,1321
"Hombres (031)",8635,4700,2459,490,485,501
"Mujeres (032)",15227,4812,4659,2920,2016,820
,,,,,,
"RURAL (036)",52683,15448,16287,10645,7478,2825
"Hombres (037)",27905,7900,8648,5715,4023,1619
"Mujeres (038)",24778,7548,7639,4930,3455,1206
"PEA (039)",19788,740,7697,6001,4086,1264
"Hombres (040)",17579,599,6785,5331,3682,1182
"Mujeres (041)",2209,141,912,670,404,82
"Ocupada (042)",19116,673,7375,5832,3996,1240
"Hombres (043)",17031,561,6537,5176,3598,1159
"Mujeres (044)",2085,112,838,656,398,81
"Desocupada (045)",672,67,322,169,90,24
"Hombres (046)",548,38,248,155,84,23
"Mujeres (047)",124,29,74,14,6,1
"No PEA (048)",32895,14708,8590,4644,3392,1561
"Hombres (049)",10326,7301,1863,384,341,437
"Mujeres (050)",22569,7407,6727,4260,3051,1124
