"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ANTA (000)",543,7,255,176,83,22
"Sin nivel (001)",40,1,4,12,12,11
"Primaria (003)",153,3,39,57,44,10
"Secundaria (004)",273,3,173,76,21,
"Superior no univ. incompleta (005)",21,,11,7,3,
"Superior no univ. completa (006)",27,,18,9,,
"Superior univ. incompleta (007)",12,,4,5,3,
"Superior univ. completa (008)",17,,6,10,,1
"Hombres (010)",387,4,168,132,67,16
"Sin nivel (011)",22,1,3,8,5,5
"Primaria (013)",120,2,25,45,38,10
"Secundaria (014)",197,1,120,57,19,
"Superior no univ. incompleta (015)",13,,6,4,3,
"Superior no univ. completa (016)",17,,9,8,,
"Superior univ. incompleta (017)",10,,4,4,2,
"Superior univ. completa (018)",8,,1,6,,1
"Mujeres (020)",156,3,87,44,16,6
"Sin nivel (021)",18,,1,4,7,6
"Primaria (023)",33,1,14,12,6,
"Secundaria (024)",76,2,53,19,2,
"Superior no univ. incompleta (025)",8,,5,3,,
"Superior no univ. completa (026)",10,,9,1,,
"Superior univ. incompleta (027)",2,,,1,1,
"Superior univ. completa (028)",9,,5,4,,
,,,,,,
"Area Urbana (030)",276,4,113,96,48,15
"Sin nivel (031)",17,1,,5,5,6
"Primaria (033)",80,1,17,29,25,8
"Secundaria (034)",120,2,68,38,12,
"Superior no univ. incompleta (035)",17,,8,6,3,
"Superior no univ. completa (036)",18,,11,7,,
"Superior univ. incompleta (037)",12,,4,5,3,
"Superior univ. completa (038)",12,,5,6,,1
"Hombres (040)",189,3,72,67,36,11
"Sin nivel (041)",6,1,,2,1,2
"Primaria (043)",60,1,11,20,20,8
"Secundaria (044)",86,1,49,26,10,
"Superior no univ. incompleta (045)",10,,4,3,3,
"Superior no univ. completa (046)",10,,3,7,,
"Superior univ. incompleta (047)",10,,4,4,2,
"Superior univ. completa (048)",7,,1,5,,1
"Mujeres (050)",87,1,41,29,12,4
"Sin nivel (051)",11,,,3,4,4
"Primaria (053)",20,,6,9,5,
"Secundaria (054)",34,1,19,12,2,
"Superior no univ. incompleta (055)",7,,4,3,,
"Superior no univ. completa (056)",8,,8,,,
"Superior univ. incompleta (057)",2,,,1,1,
"Superior univ. completa (058)",5,,4,1,,
,,,,,,
"Area Rural (060)",267,3,142,80,35,7
"Sin nivel (061)",23,,4,7,7,5
"Primaria (063)",73,2,22,28,19,2
"Secundaria (064)",153,1,105,38,9,
"Superior no univ. incompleta (065)",4,,3,1,,
"Superior no univ. completa (066)",9,,7,2,,
"Superior univ. completa (068)",5,,1,4,,
"Hombres (070)",198,1,96,65,31,5
"Sin nivel (071)",16,,3,6,4,3
"Primaria (073)",60,1,14,25,18,2
"Secundaria (074)",111,,71,31,9,
"Superior no univ. incompleta (075)",3,,2,1,,
"Superior no univ. completa (076)",7,,6,1,,
"Superior univ. completa (078)",1,,,1,,
"Mujeres (080)",69,2,46,15,4,2
"Sin nivel (081)",7,,1,1,3,2
"Primaria (083)",13,1,8,3,1,
"Secundaria (084)",42,1,34,7,,
"Superior no univ. incompleta (085)",1,,1,,,
"Superior no univ. completa (086)",2,,1,1,,
"Superior univ. completa (088)",4,,1,3,,
