"CUADRO Nº 17: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y TIPO DE ABASTECIMIENTO DE AGUA",,,
,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL; Y TIPO DE ABASTECIMIENTO DE AGUA",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia PALLASCA (000)",7103,4389,2714
"Red pública dentro de la vivienda (001)",880,792,88
"Red pública fuera de la vivienda (002)",155,132,23
"Pilón de uso público (003)",54,13,41
"Camión - cisterna u otro similar (004)",2,1,1
"Pozo (005)",119,36,83
"Río, acequia, manatial o similar (006)",5762,3337,2425
"Vecino (007)",88,48,40
"Otro (008)",43,30,13
,,,
"URBANA (010)",3896,3063,833
"Red pública dentro de la vivienda (011)",519,476,43
"Red pública fuera de la vivienda (012)",113,99,14
"Pilón de uso público (013)",41,5,36
"Pozo (015)",30,9,21
"Río, acequia, manatial o similar (016)",3108,2423,685
"Vecino (017)",58,31,27
"Otro (018)",27,20,7
,,,
"RURAL (020)",3207,1326,1881
"Red pública dentro de la vivienda (021)",361,316,45
"Red pública fuera de la vivienda (022)",42,33,9
"Pilón de uso público (023)",13,8,5
"Camión - cisterna u otro similar (024)",2,1,1
"Pozo (025)",89,27,62
"Río, acequia, manatial o similar (026)",2654,914,1740
"Vecino (027)",30,17,13
"Otro (028)",16,10,6
