"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CHUCUITO (000)",30747,28753,167,5860,6032,4737,6645,3626,1414,272,1994,99428
"De 12 a 14 años (001)",29,10,1,6,3,,,,,,19,12
"De 15 a 19 años (002)",719,618,18,515,74,9,2,,,,101,698
"De 20 a 24 años (003)",3202,2630,22,1590,794,184,34,6,,,572,3913
"De 25 a 29 años (004)",4179,3629,18,1306,1356,673,260,15,1,,550,7227
"De 30 a 34 años (005)",3573,3303,21,671,1062,806,632,97,11,3,270,8656
"De 35 a 39 años (006)",3520,3378,10,487,816,797,946,270,50,2,142,10775
"De 40 a 44 años (007)",2916,2835,15,276,505,545,960,414,109,11,81,10834
"De 45 a 49 años (008)",2633,2571,7,242,390,431,831,475,165,30,62,10757
"De 50 y más años (009)",9976,9779,55,767,1032,1292,2980,2349,1078,226,197,46556
"PEA (010)",13719,12749,90,2824,2773,2106,2799,1479,567,111,970,42472
"De 12 a 14 años (011)",3,2,,2,,,,,,,1,2
"De 15 a 19 años (012)",260,232,7,197,22,5,1,,,,28,260
"De 20 a 24 años (013)",1429,1151,13,739,306,79,12,2,,,278,1653
"De 25 a 29 años (014)",2024,1710,8,681,624,292,99,6,,,314,3260
"De 30 a 34 años (015)",1799,1654,16,374,540,375,295,44,8,2,145,4211
"De 35 a 39 años (016)",1732,1654,8,246,415,410,434,118,22,1,78,5139
"De 40 a 44 años (017)",1421,1375,11,153,259,255,447,205,41,4,46,5089
"De 45 a 49 años (018)",1283,1249,3,133,202,193,409,219,77,13,34,5124
"De 50 y más años (019)",3768,3722,24,299,405,497,1102,885,419,91,46,17734
"Ocupada (020)",13210,12385,84,2706,2689,2044,2731,1460,561,110,825,41524
