"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CHOTA (000)",117915,19924,20921,22344,19084,13438,22204
"Católica (001)",95986,16345,16992,18165,15481,11006,17997
"Cristiana/Evangélica (002)",13558,2136,2303,2568,2197,1574,2780
"Otra (003)",3881,654,678,712,650,435,752
"Ninguna (004)",4490,789,948,899,756,423,675
"Hombres (006)",56472,10035,10044,10574,8939,6295,10585
"Católica (007)",46282,8295,8205,8630,7281,5194,8677
"Cristiana/Evangélica (008)",5990,1017,1014,1104,963,656,1236
"Otra (009)",1762,303,306,327,287,204,335
"Ninguna (010)",2438,420,519,513,408,241,337
"Mujeres (012)",61443,9889,10877,11770,10145,7143,11619
"Católica (013)",49704,8050,8787,9535,8200,5812,9320
"Cristiana/Evangélica (014)",7568,1119,1289,1464,1234,918,1544
"Otra (015)",2119,351,372,385,363,231,417
"Ninguna (016)",2052,369,429,386,348,182,338
,,,,,,,
"URBANA (018)",25070,3878,4142,4976,4531,3191,4352
"Católica (019)",21653,3361,3532,4255,3931,2805,3769
"Cristiana/Evangélica (020)",2233,336,379,454,403,257,404
"Otra (021)",683,116,123,146,107,77,114
"Ninguna (022)",501,65,108,121,90,52,65
"Hombres (024)",12111,1963,1928,2295,2157,1588,2180
"Católica (025)",10435,1715,1641,1965,1845,1394,1875
"Cristiana/Evangélica (026)",1030,161,169,179,196,121,204
"Otra (027)",327,50,60,71,50,34,62
"Ninguna (028)",319,37,58,80,66,39,39
"Mujeres (030)",12959,1915,2214,2681,2374,1603,2172
"Católica (031)",11218,1646,1891,2290,2086,1411,1894
"Cristiana/Evangélica (032)",1203,175,210,275,207,136,200
"Otra (033)",356,66,63,75,57,43,52
"Ninguna (034)",182,28,50,41,24,13,26
,,,,,,,
"RURAL (036)",92845,16046,16779,17368,14553,10247,17852
"Católica (037)",74333,12984,13460,13910,11550,8201,14228
"Cristiana/Evangélica (038)",11325,1800,1924,2114,1794,1317,2376
"Otra (039)",3198,538,555,566,543,358,638
"Ninguna (040)",3989,724,840,778,666,371,610
"Hombres (042)",44361,8072,8116,8279,6782,4707,8405
"Católica (043)",35847,6580,6564,6665,5436,3800,6802
"Cristiana/Evangélica (044)",4960,856,845,925,767,535,1032
"Otra (045)",1435,253,246,256,237,170,273
"Ninguna (046)",2119,383,461,433,342,202,298
"Mujeres (048)",48484,7974,8663,9089,7771,5540,9447
"Católica (049)",38486,6404,6896,7245,6114,4401,7426
"Cristiana/Evangélica (050)",6365,944,1079,1189,1027,782,1344
"Otra (051)",1763,285,309,310,306,188,365
"Ninguna (052)",1870,341,379,345,324,169,312
