"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia SAN MARCOS",,,,,,,,,
"Viviendas particulares (001)",13061,4320,4587,1814,1280,394,332,106,228
"Ocupantes presentes (002)",49938,15198,17476,7379,5248,1657,1461,469,1050
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",12263,3933,4319,1737,1250,380,326,104,214
"Ocupantes presentes (005)",47108,13921,16480,7082,5132,1593,1437,463,1000
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",21,10,3,4,1,1,1,,1
"Ocupantes presentes (008)",67,20,15,16,3,5,3,,5
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",89,44,11,5,6,3,5,2,13
"Ocupantes presentes (011)",304,105,49,30,32,16,21,6,45
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",16,3,5,4,3,1,,,
"Ocupantes presentes (014)",55,11,17,16,5,6,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",665,328,246,63,19,9,,,
"Ocupantes presentes (017)",2379,1131,903,234,74,37,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,,
"Ocupantes presentes (020)",2,2,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",6,1,3,1,1,,,,
"Ocupantes presentes (023)",23,8,12,1,2,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2690,404,722,438,500,213,182,69,162
"Ocupantes presentes (029)",10551,1187,2661,1748,2129,920,816,310,780
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2562,346,703,425,489,208,176,67,148
"Ocupantes presentes (032)",10121,1049,2580,1686,2087,893,792,304,730
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",21,10,3,4,1,1,1,,1
"Ocupantes presentes (035)",67,20,15,16,3,5,3,,5
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",89,44,11,5,6,3,5,2,13
"Ocupantes presentes (038)",304,105,49,30,32,16,21,6,45
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",16,3,5,4,3,1,,,
"Ocupantes presentes (041)",55,11,17,16,5,6,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,,
"Ocupantes presentes (047)",2,2,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,,,1,,,,
"Ocupantes presentes (050)",2,,,,2,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",10371,3916,3865,1376,780,181,150,37,66
"Ocupantes presentes (056)",39387,14011,14815,5631,3119,737,645,159,270
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",9701,3587,3616,1312,761,172,150,37,66
"Ocupantes presentes (059)",36987,12872,13900,5396,3045,700,645,159,270
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",665,328,246,63,19,9,,,
"Ocupantes presentes (071)",2379,1131,903,234,74,37,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",5,1,3,1,,,,,
"Ocupantes presentes (077)",21,8,12,1,,,,,
"Otro tipo",,,,,,,,,
