"CUADRO Nº 6: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES Y TOTAL DE OCUPANTES PRESENTES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y TIPO DE VIVIENDA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y TIPO DE VIVIENDA",TOTAL,,URBANA,,RURAL,
,"VIVIENDAS PARTICULARES","PERSONAS PRESENTES","VIVIENDAS PARTICULARES","PERSONAS PRESENTES","VIVIENDAS PARTICULARES","PERSONAS PRESENTES"
,,,,,,
"Provincia MOHO (000)",9402,27342,2322,7478,7080,19864
"Casa independiente (001)",8342,24317,2286,7373,6056,16944
"Departamento en edificio (002)",1,5,1,5,,
"Vivienda en quinta (003)",6,13,6,13,,
"Vivienda en casa de vecindad (004)",24,76,24,76,,
"Choza o cabaña (005)",1019,2908,,,1019,2908
"Local no dest.para hab. humana (007)",8,17,5,11,3,6
"Otro tipo (008)",2,6,,,2,6
