"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CONDORCANQUI (000)",10792,257,4766,3774,1801,194
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",34,,5,16,13,
"Profes., científicos e intelectuales (002)",750,,200,417,130,3
"Técnicos de nivel medio y trab.asimilados (003)",140,,56,33,42,9
"Jefes y empleados de oficina (004)",112,,38,50,24,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",312,8,117,124,58,5
"Agricult.trabaj. calif. agrop. y pesqueros (006)",4976,40,1956,1822,1016,142
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",141,,54,58,29,
"Obreros construc., conf., papel, fab., instr. (008)",183,,60,82,37,4
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",3471,182,1930,966,371,22
"Otra (010)",41,,24,12,5,
"Ocupación no especificada (011)",207,,96,72,33,6
"Desocupado (012)",425,27,230,122,43,3
"Hombres (013)",6388,134,2537,2385,1201,131
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",30,,4,15,11,
"Profes., científicos e intelectuales (015)",516,,117,282,114,3
"Técnicos de nivel medio y trab.asimilados (016)",107,,44,26,35,2
"Jefes y empleados de oficina (017)",74,,19,34,21,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",173,6,55,71,37,4
"Agricult.trabaj. calif. agrop. y pesqueros (019)",3671,15,1331,1449,773,103
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",129,,48,53,28,
"Obreros construc., conf., papel, fab., instr. (021)",181,,59,82,36,4
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",1037,99,619,223,87,9
"Otra (023)",41,,24,12,5,
"Ocupación no especificada (024)",64,,27,23,11,3
"Desocupado (025)",365,14,190,115,43,3
"Mujeres (026)",4404,123,2229,1389,600,63
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",4,,1,1,2,
"Profes., científicos e intelectuales (028)",234,,83,135,16,
"Técnicos de nivel medio y trab.asimilados (029)",33,,12,7,7,7
"Jefes y empleados de oficina (030)",38,,19,16,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",139,2,62,53,21,1
"Agricult.trabaj. calif. agrop. y pesqueros (032)",1305,25,625,373,243,39
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",12,,6,5,1,
"Obreros construc., conf., papel, fab., instr. (034)",2,,1,,1,
