"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia PISCO (000)",80935,79230,1705
"Hombres (001)",41049,40226,823
"Mujeres (002)",39886,39004,882
"De 18 a 29 años (003)",27678,26558,1120
"Hombres (004)",14253,13648,605
"Mujeres (005)",13425,12910,515
"De 30 a 44 años (006)",26632,26415,217
"Hombres (007)",13185,13087,98
"Mujeres (008)",13447,13328,119
"De 45 a 64 años (009)",19404,19254,150
"Hombres (010)",9861,9799,62
"Mujeres (011)",9543,9455,88
"De 65 y más años (012)",7221,7003,218
"Hombres (013)",3750,3692,58
"Mujeres (014)",3471,3311,160
,,,
"URBANA (015)",71015,69594,1421
"Hombres (016)",35671,35026,645
"Mujeres (017)",35344,34568,776
"De 18 a 29 años (018)",24159,23221,938
"Hombres (019)",12311,11852,459
"Mujeres (020)",11848,11369,479
"De 30 a 44 años (021)",23626,23441,185
"Hombres (022)",11583,11497,86
"Mujeres (023)",12043,11944,99
"De 45 a 64 años (024)",17135,17004,131
"Hombres (025)",8637,8580,57
"Mujeres (026)",8498,8424,74
"De 65 y más años (027)",6095,5928,167
"Hombres (028)",3140,3097,43
"Mujeres (029)",2955,2831,124
,,,
"RURAL (030)",9920,9636,284
"Hombres (031)",5378,5200,178
"Mujeres (032)",4542,4436,106
"De 18 a 29 años (033)",3519,3337,182
"Hombres (034)",1942,1796,146
"Mujeres (035)",1577,1541,36
"De 30 a 44 años (036)",3006,2974,32
"Hombres (037)",1602,1590,12
"Mujeres (038)",1404,1384,20
"De 45 a 64 años (039)",2269,2250,19
"Hombres (040)",1224,1219,5
"Mujeres (041)",1045,1031,14
"De 65 y más años (042)",1126,1075,51
"Hombres (043)",610,595,15
"Mujeres (044)",516,480,36
