"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ESPINAR (000)",15834,14789,60,2664,2741,2313,3595,2165,1004,247,1045,56023
"De 12 a 14 años (001)",19,5,1,3,1,,,,,,14,5
"De 15 a 19 años (002)",374,301,2,251,43,5,,,,,73,352
"De 20 a 24 años (003)",1889,1456,11,878,445,97,21,4,,,433,2173
"De 25 a 29 años (004)",2059,1788,9,537,659,372,203,7,1,,271,3882
"De 30 a 34 años (005)",1981,1896,6,318,526,478,483,69,11,5,85,5449
"De 35 a 39 años (006)",1805,1759,2,150,352,402,593,209,48,3,46,6435
"De 40 a 44 años (007)",1595,1567,3,100,180,249,549,314,144,28,28,7187
"De 45 a 49 años (008)",1290,1271,3,59,131,145,405,329,163,36,19,6471
"De 50 y más años (009)",4822,4746,23,368,404,565,1341,1233,637,175,76,24069
"PEA (010)",8181,7624,27,1374,1416,1160,1862,1116,540,129,557,29077
"De 12 a 14 años (011)",5,3,1,1,1,,,,,,2,3
"De 15 a 19 años (012)",148,122,2,102,16,2,,,,,26,140
"De 20 a 24 años (013)",890,666,4,408,192,47,13,2,,,224,1000
"De 25 a 29 años (014)",1026,860,4,290,310,163,88,4,1,,166,1809
"De 30 a 34 años (015)",1088,1029,4,208,294,232,249,35,5,2,59,2840
"De 35 a 39 años (016)",1039,1010,1,97,216,235,315,119,25,2,29,3613
"De 40 a 44 años (017)",955,937,1,64,114,159,334,171,80,14,18,4192
"De 45 a 49 años (018)",750,740,1,37,83,80,237,180,100,22,10,3767
"De 50 y más años (019)",2280,2257,9,167,190,242,626,605,329,89,23,11713
"Ocupada (020)",7983,7459,26,1322,1369,1138,1836,1105,536,127,524,28617
