"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia LUYA (000)",44999,2452,12163,7943,6249,5460,4037,2798,3897
"Quechua (001)",34,,5,2,2,4,,4,17
"Aymara (002)",6,4,,,,,1,1,
"Otra lengua nativa (004)",6,,,3,1,2,,,
"Castellano (005)",44671,2440,12134,7910,6220,5385,3987,2750,3845
"Idioma extranjero (006)",8,,1,1,1,1,3,,1
"Es sordomudo/a (007)",274,8,23,27,25,68,46,43,34
"Hombres (009)",23232,1215,6226,4318,3278,2876,2107,1390,1822
"Quechua (010)",16,,4,2,1,2,,2,5
"Aymara (011)",3,2,,,,,,1,
"Otra lengua nativa (013)",2,,,1,1,,,,
"Castellano (014)",23089,1210,6210,4305,3265,2842,2089,1361,1807
"Idioma extranjero (015)",2,,1,,,,1,,
"Es sordomudo/a (016)",120,3,11,10,11,32,17,26,10
"Mujeres (018)",21767,1237,5937,3625,2971,2584,1930,1408,2075
"Quechua (019)",18,,1,,1,2,,2,12
"Aymara (020)",3,2,,,,,1,,
"Otra lengua nativa (022)",4,,,2,,2,,,
"Castellano (023)",21582,1230,5924,3605,2955,2543,1898,1389,2038
"Idioma extranjero (024)",6,,,1,1,1,2,,1
"Es sordomudo/a (025)",154,5,12,17,14,36,29,17,24
,,,,,,,,,
"URBANA (027)",18372,894,4629,3098,2485,2417,1761,1195,1893
"Quechua (028)",25,,4,1,2,1,,4,13
"Aymara (029)",1,,,,,,1,,
"Otra lengua nativa (031)",5,,,3,1,1,,,
"Castellano (032)",18278,891,4616,3086,2477,2404,1749,1184,1871
"Idioma extranjero (033)",8,,1,1,1,1,3,,1
"Es sordomudo/a (034)",55,3,8,7,4,10,8,7,8
"Hombres (036)",9087,417,2338,1630,1208,1229,902,568,795
"Quechua (037)",11,,4,1,1,,,2,3
"Otra lengua nativa (040)",2,,,1,1,,,,
"Castellano (041)",9050,415,2328,1626,1204,1225,899,563,790
"Idioma extranjero (042)",2,,1,,,,1,,
"Es sordomudo/a (043)",22,2,5,2,2,4,2,3,2
"Mujeres (045)",9285,477,2291,1468,1277,1188,859,627,1098
"Quechua (046)",14,,,,1,1,,2,10
"Aymara (047)",1,,,,,,1,,
"Otra lengua nativa (049)",3,,,2,,1,,,
"Castellano (050)",9228,476,2288,1460,1273,1179,850,621,1081
"Idioma extranjero (051)",6,,,1,1,1,2,,1
"Es sordomudo/a (052)",33,1,3,5,2,6,6,4,6
,,,,,,,,,
"RURAL (054)",26627,1558,7534,4845,3764,3043,2276,1603,2004
"Quechua (055)",9,,1,1,,3,,,4
"Aymara (056)",5,4,,,,,,1,
"Otra lengua nativa (058)",1,,,,,1,,,
"Castellano (059)",26393,1549,7518,4824,3743,2981,2238,1566,1974
"Es sordomudo/a (061)",219,5,15,20,21,58,38,36,26
"Hombres (063)",14145,798,3888,2688,2070,1647,1205,822,1027
"Quechua (064)",5,,,1,,2,,,2
"Aymara (065)",3,2,,,,,,1,
"Castellano (068)",14039,795,3882,2679,2061,1617,1190,798,1017
"Es sordomudo/a (070)",98,1,6,8,9,28,15,23,8
"Mujeres (072)",12482,760,3646,2157,1694,1396,1071,781,977
"Quechua (073)",4,,1,,,1,,,2
"Aymara (074)",2,2,,,,,,,
"Otra lengua nativa (076)",1,,,,,1,,,
"Castellano (077)",12354,754,3636,2145,1682,1364,1048,768,957
"Es sordomudo/a (079)",121,4,9,12,12,30,23,13,18
