"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia LA CONVENCION (000)",98029,94088,3941
"Hombres (001)",52802,50750,2052
"Mujeres (002)",45227,43338,1889
"De 18 a 29 años (003)",33631,31490,2141
"Hombres (004)",17888,16657,1231
"Mujeres (005)",15743,14833,910
"De 30 a 44 años (006)",32920,32366,554
"Hombres (007)",17428,17188,240
"Mujeres (008)",15492,15178,314
"De 45 a 64 años (009)",23039,22462,577
"Hombres (010)",12820,12534,286
"Mujeres (011)",10219,9928,291
"De 65 y más años (012)",8439,7770,669
"Hombres (013)",4666,4371,295
"Mujeres (014)",3773,3399,374
,,,
"URBANA (015)",29941,29106,835
"Hombres (016)",15000,14584,416
"Mujeres (017)",14941,14522,419
"De 18 a 29 años (018)",10526,9951,575
"Hombres (019)",5146,4820,326
"Mujeres (020)",5380,5131,249
"De 30 a 44 años (021)",10812,10729,83
"Hombres (022)",5322,5294,28
"Mujeres (023)",5490,5435,55
"De 45 a 64 años (024)",6586,6521,65
"Hombres (025)",3486,3457,29
"Mujeres (026)",3100,3064,36
"De 65 y más años (027)",2017,1905,112
"Hombres (028)",1046,1013,33
"Mujeres (029)",971,892,79
,,,
"RURAL (030)",68088,64982,3106
"Hombres (031)",37802,36166,1636
"Mujeres (032)",30286,28816,1470
"De 18 a 29 años (033)",23105,21539,1566
"Hombres (034)",12742,11837,905
"Mujeres (035)",10363,9702,661
"De 30 a 44 años (036)",22108,21637,471
"Hombres (037)",12106,11894,212
"Mujeres (038)",10002,9743,259
"De 45 a 64 años (039)",16453,15941,512
"Hombres (040)",9334,9077,257
"Mujeres (041)",7119,6864,255
"De 65 y más años (042)",6422,5865,557
"Hombres (043)",3620,3358,262
"Mujeres (044)",2802,2507,295
