"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia VIRU",,,
"Viviendas particulares (001)",10410,7547,2863
"Ocupantes presentes (002)",46859,33103,13756
"Casa independiente",,,
"Viviendas particulares (004)",9462,6684,2778
"Ocupantes presentes (005)",43777,30350,13427
"Departamento en edificio",,,
"Viviendas particulares (007)",84,79,5
"Ocupantes presentes (008)",271,247,24
"Vivienda en quinta",,,
"Viviendas particulares (010)",397,371,26
"Ocupantes presentes (011)",1253,1123,130
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",231,205,26
"Ocupantes presentes (014)",791,673,118
"Choza o cabaña",,,
"Viviendas particulares (016)",1,,1
"Ocupantes presentes (017)",10,,10
"Vivienda improvisada",,,
"Viviendas particulares (019)",193,190,3
"Ocupantes presentes (020)",661,648,13
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",16,15,1
"Ocupantes presentes (023)",62,58,4
"Otro tipo",,,
"Viviendas particulares (025)",26,3,23
"Ocupantes presentes (026)",34,4,30
,,,
URBANA,,,
"Viviendas particulares (028)",9734,7134,2600
"Ocupantes presentes (029)",43818,31233,12585
"Casa independiente",,,
"Viviendas particulares (031)",8788,6272,2516
"Ocupantes presentes (032)",40761,28495,12266
"Departamento en edificio",,,
"Viviendas particulares (034)",84,79,5
"Ocupantes presentes (035)",271,247,24
"Vivienda en quinta",,,
"Viviendas particulares (037)",397,371,26
"Ocupantes presentes (038)",1253,1123,130
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",231,205,26
"Ocupantes presentes (041)",791,673,118
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",193,190,3
"Ocupantes presentes (047)",661,648,13
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",15,14,1
"Ocupantes presentes (050)",47,43,4
"Otro tipo",,,
"Viviendas particulares (052)",26,3,23
"Ocupantes presentes (053)",34,4,30
,,,
RURAL,,,
"Viviendas particulares (055)",676,413,263
"Ocupantes presentes (056)",3041,1870,1171
"Casa independiente",,,
"Viviendas particulares (058)",674,412,262
"Ocupantes presentes (059)",3016,1855,1161
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",1,,1
"Ocupantes presentes (071)",10,,10
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,1,
"Ocupantes presentes (077)",15,15,
"Otro tipo",,,
