"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia QUISPICANCHI (000)",26709,57,880,422,376,2122,9343,1884,2465,7179,210,905,866
"Agric., ganadería, caza y silvicultura (001)",14065,,9,11,1,,9339,7,14,4684,,,
"Pesca (002)",4,,,,,,4,,,,,,
"Explotación de minas y canteras (003)",320,,2,5,2,,,81,7,223,,,
"Industrias manufactureras (004)",1696,,6,17,6,6,,1506,153,2,,,
"Suministro de electricidad, gas y agua (005)",50,,2,9,2,,,10,5,22,,,
"Construcción (006)",2149,2,77,86,43,,,114,1194,633,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",2137,,5,35,8,1590,,145,25,329,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",160,,2,4,1,28,,106,18,1,,,
"Comercio al por mayor (009)",86,,,7,5,61,,2,3,8,,,
"Comercio al por menor (010)",1891,,3,24,2,1501,,37,4,320,,,
"Hoteles y restaurantes (011)",794,,4,23,17,378,,2,1,369,,,
"Trans., almac. y comunicaciones (012)",1164,,2,15,37,23,,,936,151,,,
"Intermediación financiera (013)",8,,1,3,4,,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",325,,52,63,47,73,,3,27,60,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",833,46,36,19,163,19,,8,47,285,210,,
"Enseñanza (016)",624,9,592,1,7,,,,1,14,,,
"Servicios sociales y de salud (017)",189,,64,73,7,4,,5,6,30,,,
"Otras activ. serv.comun.soc y personales (018)",308,,27,48,15,29,,3,49,137,,,
"Hogares privados con servicio doméstico (019)",238,,,,,,,,,238,,,
"Actividad economica no especificada (021)",939,,1,14,17,,,,,2,,905,
"Desocupado (022)",866,,,,,,,,,,,,866
"Hombres (023)",18151,43,502,291,223,708,7676,1197,2353,3829,202,460,667
"Agric., ganadería, caza y silvicultura (024)",9996,,8,10,1,,7674,7,13,2283,,,
"Pesca (025)",2,,,,,,2,,,,,,
"Explotación de minas y canteras (026)",307,,2,5,2,,,80,7,211,,,
"Industrias manufactureras (027)",939,,4,11,4,,,826,93,1,,,
"Suministro de electricidad, gas y agua (028)",47,,2,9,,,,9,5,22,,,
"Construcción (029)",2046,2,64,82,36,,,112,1161,589,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",815,,3,17,5,519,,143,24,104,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",152,,1,4,1,22,,106,17,1,,,
"Comercio al por mayor (032)",61,,,5,3,40,,2,3,8,,,
"Comercio al por menor (033)",602,,2,8,1,457,,35,4,95,,,
"Hoteles y restaurantes (034)",146,,3,7,7,75,,2,1,51,,,
"Trans., almac. y comunicaciones (035)",1110,,1,8,29,19,,,919,134,,,
"Intermediación financiera (036)",2,,,1,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",261,,40,43,26,73,,3,27,49,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",679,35,29,15,89,14,,8,47,240,202,,
"Enseñanza (039)",326,6,300,1,6,,,,1,12,,,
"Servicios sociales y de salud (040)",74,,20,34,3,1,,4,6,6,,,
"Otras activ. serv.comun.soc y personales (041)",207,,25,39,7,7,,3,49,77,,,
"Hogares privados con servicio doméstico (042)",48,,,,,,,,,48,,,
"Actividad economica no especificada (044)",479,,1,9,7,,,,,2,,460,
"Desocupado (045)",667,,,,,,,,,,,,667
"Mujeres (046)",8558,14,378,131,153,1414,1667,687,112,3350,8,445,199
"Agric., ganadería, caza y silvicultura (047)",4069,,1,1,,,1665,,1,2401,,,
"Pesca (048)",2,,,,,,2,,,,,,
"Explotación de minas y canteras (049)",13,,,,,,,1,,12,,,
"Industrias manufactureras (050)",757,,2,6,2,6,,680,60,1,,,
"Suministro de electricidad, gas y agua (051)",3,,,,2,,,1,,,,,
"Construcción (052)",103,,13,4,7,,,2,33,44,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",1322,,2,18,3,1071,,2,1,225,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",8,,1,,,6,,,1,,,,
"Comercio al por mayor (055)",25,,,2,2,21,,,,,,,
"Comercio al por menor (056)",1289,,1,16,1,1044,,2,,225,,,
"Hoteles y restaurantes (057)",648,,1,16,10,303,,,,318,,,
"Trans., almac. y comunicaciones (058)",54,,1,7,8,4,,,17,17,,,
"Intermediación financiera (059)",6,,1,2,3,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",64,,12,20,21,,,,,11,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",154,11,7,4,74,5,,,,45,8,,
"Enseñanza (062)",298,3,292,,1,,,,,2,,,
"Servicios sociales y de salud (063)",115,,44,39,4,3,,1,,24,,,
"Otras activ. serv.comun.soc y personales (064)",101,,2,9,8,22,,,,60,,,
"Hogares privados con servicio doméstico (065)",190,,,,,,,,,190,,,
"Actividad economica no especificada (067)",460,,,5,10,,,,,,,445,
"Desocupado (068)",199,,,,,,,,,,,,199
,,,,,,,,,,,,,
"URBANA (069)",11144,46,720,354,297,1674,1740,1299,1694,2357,143,440,380
"Agric., ganadería, caza y silvicultura (070)",2670,,6,10,,,1738,6,7,903,,,
"Pesca (071)",2,,,,,,2,,,,,,
"Explotación de minas y canteras (072)",158,,2,5,2,,,34,6,109,,,
"Industrias manufactureras (073)",1170,,6,10,4,4,,1049,95,2,,,
"Suministro de electricidad, gas y agua (074)",41,,2,9,2,,,9,5,14,,,
"Construcción (075)",1122,,34,58,21,,,74,674,261,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",1663,,5,32,8,1243,,111,23,241,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",128,,2,4,1,24,,79,17,1,,,
"Comercio al por mayor (078)",57,,,7,5,34,,2,2,7,,,
"Comercio al por menor (079)",1478,,3,21,2,1185,,30,4,233,,,
"Hoteles y restaurantes (080)",593,,4,18,9,302,,1,1,258,,,
"Trans., almac. y comunicaciones (081)",954,,2,12,27,16,,,793,104,,,
"Intermediación financiera (082)",8,,1,3,4,,,,,,,,
"Activid.inmobil., empres. y alquileres (083)",278,,50,60,42,62,,3,15,46,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",535,38,31,16,137,18,,4,26,122,143,,
"Enseñanza (085)",521,8,493,1,7,,,,1,11,,,
"Servicios sociales y de salud (086)",158,,58,62,7,4,,5,6,16,,,
"Otras activ. serv.comun.soc y personales (087)",254,,26,45,12,25,,3,42,101,,,
"Hogares privados con servicio doméstico (088)",167,,,,,,,,,167,,,
"Actividad economica no especificada (090)",470,,,13,15,,,,,2,,440,
"Desocupado (091)",380,,,,,,,,,,,,380
"Hombres (092)",7161,35,398,243,167,521,1379,805,1627,1331,139,246,270
"Agric., ganadería, caza y silvicultura (093)",1959,,6,9,,,1378,6,6,554,,,
"Pesca (094)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (095)",150,,2,5,2,,,33,6,102,,,
"Industrias manufactureras (096)",634,,4,7,3,,,561,58,1,,,
"Suministro de electricidad, gas y agua (097)",38,,2,9,,,,8,5,14,,,
"Construcción (098)",1091,,31,55,17,,,73,662,253,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",594,,3,16,5,371,,109,22,68,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",121,,1,4,1,19,,79,16,1,,,
"Comercio al por mayor (101)",36,,,5,3,17,,2,2,7,,,
"Comercio al por menor (102)",437,,2,7,1,335,,28,4,60,,,
"Hoteles y restaurantes (103)",91,,3,6,2,55,,1,1,23,,,
"Trans., almac. y comunicaciones (104)",905,,1,5,22,12,,,777,88,,,
"Intermediación financiera (105)",2,,,1,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",219,,38,41,23,62,,3,15,37,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",418,29,24,12,74,14,,4,26,96,139,,
"Enseñanza (108)",266,6,242,1,6,,,,1,10,,,
"Servicios sociales y de salud (109)",66,,18,31,3,1,,4,6,3,,,
"Otras activ. serv.comun.soc y personales (110)",167,,24,36,4,6,,3,42,52,,,
"Hogares privados con servicio doméstico (111)",28,,,,,,,,,28,,,
"Actividad economica no especificada (113)",262,,,9,5,,,,,2,,246,
"Desocupado (114)",270,,,,,,,,,,,,270
"Mujeres (115)",3983,11,322,111,130,1153,361,494,67,1026,4,194,110
"Agric., ganadería, caza y silvicultura (116)",711,,,1,,,360,,1,349,,,
"Pesca (117)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (118)",8,,,,,,,1,,7,,,
"Industrias manufactureras (119)",536,,2,3,1,4,,488,37,1,,,
"Suministro de electricidad, gas y agua (120)",3,,,,2,,,1,,,,,
"Construcción (121)",31,,3,3,4,,,1,12,8,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",1069,,2,16,3,872,,2,1,173,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",7,,1,,,5,,,1,,,,
"Comercio al por mayor (124)",21,,,2,2,17,,,,,,,
"Comercio al por menor (125)",1041,,1,14,1,850,,2,,173,,,
"Hoteles y restaurantes (126)",502,,1,12,7,247,,,,235,,,
"Trans., almac. y comunicaciones (127)",49,,1,7,5,4,,,16,16,,,
"Intermediación financiera (128)",6,,1,2,3,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",59,,12,19,19,,,,,9,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",117,9,7,4,63,4,,,,26,4,,
"Enseñanza (131)",255,2,251,,1,,,,,1,,,
"Servicios sociales y de salud (132)",92,,40,31,4,3,,1,,13,,,
"Otras activ. serv.comun.soc y personales (133)",87,,2,9,8,19,,,,49,,,
"Hogares privados con servicio doméstico (134)",139,,,,,,,,,139,,,
"Actividad economica no especificada (136)",208,,,4,10,,,,,,,194,
"Desocupado (137)",110,,,,,,,,,,,,110
,,,,,,,,,,,,,
"RURAL (138)",15565,11,160,68,79,448,7603,585,771,4822,67,465,486
"Agric., ganadería, caza y silvicultura (139)",11395,,3,1,1,,7601,1,7,3781,,,
"Pesca (140)",2,,,,,,2,,,,,,
"Explotación de minas y canteras (141)",162,,,,,,,47,1,114,,,
"Industrias manufactureras (142)",526,,,7,2,2,,457,58,,,,
"Suministro de electricidad, gas y agua (143)",9,,,,,,,1,,8,,,
