"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia SAN MARTIN (000)",1958,512,1446
"Sin nivel (001)",21,8,13
"Educación inicial (002)",5,3,2
"Primaria (003)",464,112,352
"Secundaria (004)",868,240,628
"Superior no univ. incompleta (005)",139,36,103
"Superior no univ. completa (006)",215,46,169
"Superior univ. incompleta (007)",100,38,62
"Superior univ. completa (008)",146,29,117
"Hombres (010)",1304,326,978
"Sin nivel (011)",11,5,6
"Educación inicial (012)",1,,1
"Primaria (013)",359,88,271
"Secundaria (014)",601,156,445
"Superior no univ. incompleta (015)",73,16,57
"Superior no univ. completa (016)",106,20,86
"Superior univ. incompleta (017)",69,24,45
"Superior univ. completa (018)",84,17,67
"Mujeres (020)",654,186,468
"Sin nivel (021)",10,3,7
"Educación inicial (022)",4,3,1
"Primaria (023)",105,24,81
"Secundaria (024)",267,84,183
"Superior no univ. incompleta (025)",66,20,46
"Superior no univ. completa (026)",109,26,83
"Superior univ. incompleta (027)",31,14,17
"Superior univ. completa (028)",62,12,50
,,,
"AREA URBANA (030)",1803,442,1361
"Sin nivel (031)",16,6,10
"Educación inicial (032)",5,3,2
"Primaria (033)",369,68,301
"Secundaria (034)",821,216,605
"Superior no univ. incompleta (035)",136,36,100
"Superior no univ. completa (036)",212,46,166
"Superior univ. incompleta (037)",100,38,62
"Superior univ. completa (038)",144,29,115
"Hombres (040)",1178,260,918
"Sin nivel (041)",8,4,4
"Educación inicial (042)",1,,1
"Primaria (043)",284,46,238
"Secundaria (044)",558,133,425
"Superior no univ. incompleta (045)",71,16,55
"Superior no univ. completa (046)",105,20,85
"Superior univ. incompleta (047)",69,24,45
"Superior univ. completa (048)",82,17,65
"Mujeres (050)",625,182,443
"Sin nivel (051)",8,2,6
"Educación inicial (052)",4,3,1
"Primaria (053)",85,22,63
"Secundaria (054)",263,83,180
"Superior no univ. incompleta (055)",65,20,45
"Superior no univ. completa (056)",107,26,81
"Superior univ. incompleta (057)",31,14,17
"Superior univ. completa (058)",62,12,50
,,,
"AREA RURAL (060)",155,70,85
"Sin nivel (061)",5,2,3
"Primaria (063)",95,44,51
"Secundaria (064)",47,24,23
"Superior no univ. incompleta (065)",3,,3
"Superior no univ. completa (066)",3,,3
"Superior univ. completa (068)",2,,2
"Hombres (070)",126,66,60
"Sin nivel (071)",3,1,2
"Primaria (073)",75,42,33
"Secundaria (074)",43,23,20
"Superior no univ. incompleta (075)",2,,2
"Superior no univ. completa (076)",1,,1
"Superior univ. completa (078)",2,,2
"Mujeres (080)",29,4,25
"Sin nivel (081)",2,1,1
"Primaria (083)",20,2,18
"Secundaria (084)",4,1,3
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",2,,2
