"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia ATALAYA",,,,,,,,,
"Viviendas particulares (001)",2061,145,633,28,86,2,2,8,1157
"Ocupantes presentes (002)",9470,742,3016,131,365,5,11,26,5174
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1763,131,567,25,63,2,1,7,967
"Ocupantes presentes (005)",8308,680,2745,115,280,5,7,22,4454
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",6,,2,,,,,,4
"Ocupantes presentes (008)",19,,2,,,,,,17
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",140,13,51,3,21,,1,,51
"Ocupantes presentes (011)",536,61,208,16,71,,4,,176
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",40,,5,,1,,,,34
"Ocupantes presentes (014)",122,,16,,11,,,,95
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",82,,1,,,,,,81
"Ocupantes presentes (017)",373,,8,,,,,,365
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",29,1,7,,1,,,1,19
"Ocupantes presentes (020)",111,1,37,,3,,,4,66
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,,,,,,,1
"Ocupantes presentes (023)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1810,145,628,28,81,2,2,8,916
"Ocupantes presentes (029)",8355,742,2997,131,345,5,11,26,4098
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1594,131,563,25,58,2,1,7,807
"Ocupantes presentes (032)",7566,680,2734,115,260,5,7,22,3743
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",6,,2,,,,,,4
"Ocupantes presentes (035)",19,,2,,,,,,17
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",140,13,51,3,21,,1,,51
"Ocupantes presentes (038)",536,61,208,16,71,,4,,176
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",40,,5,,1,,,,34
"Ocupantes presentes (041)",122,,16,,11,,,,95
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",29,1,7,,1,,,1,19
"Ocupantes presentes (047)",111,1,37,,3,,,4,66
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,,,,,,,1
"Ocupantes presentes (050)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",251,,5,,5,,,,241
"Ocupantes presentes (056)",1115,,19,,20,,,,1076
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",169,,4,,5,,,,160
"Ocupantes presentes (059)",742,,11,,20,,,,711
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",82,,1,,,,,,81
"Ocupantes presentes (071)",373,,8,,,,,,365
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
