"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia BARRANCA",,,,,,
"Viviendas particulares (001)",32690,31472,1000,189,25,4
"Ocupantes presentes (002)",132914,122364,7939,2154,375,82
"Casa independiente",,,,,,
"Viviendas particulares (004)",30373,29203,963,180,24,3
"Ocupantes presentes (005)",124721,114592,7644,2065,359,61
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",478,464,10,3,1,
"Ocupantes presentes (008)",1601,1491,69,25,16,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",643,626,13,3,,1
"Ocupantes presentes (011)",2422,2258,110,33,,21
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",529,516,11,2,,
"Ocupantes presentes (014)",1970,1853,98,19,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",375,374,1,,,
"Ocupantes presentes (017)",1306,1300,6,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",217,214,2,1,,
"Ocupantes presentes (020)",719,695,12,12,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",53,53,,,,
"Ocupantes presentes (023)",140,140,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",22,22,,,,
"Ocupantes presentes (026)",35,35,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",27610,26462,939,180,25,4
"Ocupantes presentes (029)",113295,103290,7505,2043,375,82
"Casa independiente",,,,,,
"Viviendas particulares (031)",25690,24589,903,171,24,3
"Ocupantes presentes (032)",106452,96862,7216,1954,359,61
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",478,464,10,3,1,
"Ocupantes presentes (035)",1601,1491,69,25,16,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",643,626,13,3,,1
"Ocupantes presentes (038)",2422,2258,110,33,,21
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",529,516,11,2,,
"Ocupantes presentes (041)",1970,1853,98,19,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",217,214,2,1,,
"Ocupantes presentes (047)",719,695,12,12,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",45,45,,,,
"Ocupantes presentes (050)",115,115,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",8,8,,,,
"Ocupantes presentes (053)",16,16,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",5080,5010,61,9,,
"Ocupantes presentes (056)",19619,19074,434,111,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",4683,4614,60,9,,
"Ocupantes presentes (059)",18269,17730,428,111,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",375,374,1,,,
"Ocupantes presentes (071)",1306,1300,6,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",8,8,,,,
"Ocupantes presentes (077)",25,25,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",14,14,,,,
"Ocupantes presentes (080)",19,19,,,,
