"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia ESPINAR (000)",44445,7949,8440,8375,7135,5127,7419
"Católica (001)",31845,5501,5848,6118,5264,3805,5309
"Cristiana/Evangélica (002)",4654,770,874,891,706,555,858
"Otra (003)",6185,1206,1268,1011,970,652,1078
"Ninguna (004)",1761,472,450,355,195,115,174
"Hombres (006)",22128,4097,4129,4055,3633,2686,3528
"Católica (007)",16064,2817,2901,3008,2720,2046,2572
"Cristiana/Evangélica (008)",2234,398,400,416,346,268,406
"Otra (009)",2868,619,574,437,462,309,467
"Ninguna (010)",962,263,254,194,105,63,83
"Mujeres (012)",22317,3852,4311,4320,3502,2441,3891
"Católica (013)",15781,2684,2947,3110,2544,1759,2737
"Cristiana/Evangélica (014)",2420,372,474,475,360,287,452
"Otra (015)",3317,587,694,574,508,343,611
"Ninguna (016)",799,209,196,161,90,52,91
,,,,,,,
"URBANA (018)",20066,3691,4282,4539,3463,2111,1980
"Católica (019)",14548,2518,2923,3410,2652,1631,1414
"Cristiana/Evangélica (020)",1709,299,401,393,253,180,183
"Otra (021)",2984,652,708,562,462,264,336
"Ninguna (022)",825,222,250,174,96,36,47
"Hombres (024)",10122,1918,2087,2179,1806,1194,938
"Católica (025)",7462,1300,1426,1668,1412,963,693
"Cristiana/Evangélica (026)",832,164,193,183,120,86,86
"Otra (027)",1364,329,326,232,221,123,133
"Ninguna (028)",464,125,142,96,53,22,26
"Mujeres (030)",9944,1773,2195,2360,1657,917,1042
"Católica (031)",7086,1218,1497,1742,1240,668,721
"Cristiana/Evangélica (032)",877,135,208,210,133,94,97
"Otra (033)",1620,323,382,330,241,141,203
"Ninguna (034)",361,97,108,78,43,14,21
,,,,,,,
"RURAL (036)",24379,4258,4158,3836,3672,3016,5439
"Católica (037)",17297,2983,2925,2708,2612,2174,3895
"Cristiana/Evangélica (038)",2945,471,473,498,453,375,675
"Otra (039)",3201,554,560,449,508,388,742
"Ninguna (040)",936,250,200,181,99,79,127
"Hombres (042)",12006,2179,2042,1876,1827,1492,2590
"Católica (043)",8602,1517,1475,1340,1308,1083,1879
"Cristiana/Evangélica (044)",1402,234,207,233,226,182,320
"Otra (045)",1504,290,248,205,241,186,334
"Ninguna (046)",498,138,112,98,52,41,57
"Mujeres (048)",12373,2079,2116,1960,1845,1524,2849
"Católica (049)",8695,1466,1450,1368,1304,1091,2016
"Cristiana/Evangélica (050)",1543,237,266,265,227,193,355
"Otra (051)",1697,264,312,244,267,202,408
"Ninguna (052)",438,112,88,83,47,38,70
