"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia DANIEL ALCIDES CARRION (000)",42580,9716,13639,8786,6976,3463
"Hombres (001)",21291,5037,6726,4400,3427,1701
"Mujeres (002)",21289,4679,6913,4386,3549,1762
"PEA (003)",13695,196,4314,4671,3345,1169
"Hombres (004)",10109,113,2979,3494,2579,944
"Mujeres (005)",3586,83,1335,1177,766,225
"Ocupada (006)",12313,179,3575,4262,3173,1124
"Hombres (007)",9096,103,2489,3175,2427,902
"Mujeres (008)",3217,76,1086,1087,746,222
"Desocupada (009)",1382,17,739,409,172,45
"Hombres (010)",1013,10,490,319,152,42
"Mujeres (011)",369,7,249,90,20,3
"No PEA (012)",28885,9520,9325,4115,3631,2294
"Hombres (013)",11182,4924,3747,906,848,757
"Mujeres (014)",17703,4596,5578,3209,2783,1537
,,,,,,
"URBANA (018)",25227,5299,8111,5277,4306,2234
"Hombres (019)",12474,2696,4007,2620,2059,1092
"Mujeres (020)",12753,2603,4104,2657,2247,1142
"PEA (021)",8562,117,2664,2936,2107,738
"Hombres (022)",6109,72,1790,2103,1563,581
"Mujeres (023)",2453,45,874,833,544,157
"Ocupada (024)",7842,110,2266,2740,2017,709
"Hombres (025)",5591,67,1533,1953,1483,555
"Mujeres (026)",2251,43,733,787,534,154
"Desocupada (027)",720,7,398,196,90,29
"Hombres (028)",518,5,257,150,80,26
"Mujeres (029)",202,2,141,46,10,3
"No PEA (030)",16665,5182,5447,2341,2199,1496
"Hombres (031)",6365,2624,2217,517,496,511
"Mujeres (032)",10300,2558,3230,1824,1703,985
,,,,,,
"RURAL (036)",17353,4417,5528,3509,2670,1229
"Hombres (037)",8817,2341,2719,1780,1368,609
"Mujeres (038)",8536,2076,2809,1729,1302,620
"PEA (039)",5133,79,1650,1735,1238,431
"Hombres (040)",4000,41,1189,1391,1016,363
"Mujeres (041)",1133,38,461,344,222,68
"Ocupada (042)",4471,69,1309,1522,1156,415
"Hombres (043)",3505,36,956,1222,944,347
"Mujeres (044)",966,33,353,300,212,68
"Desocupada (045)",662,10,341,213,82,16
"Hombres (046)",495,5,233,169,72,16
"Mujeres (047)",167,5,108,44,10,
"No PEA (048)",12220,4338,3878,1774,1432,798
"Hombres (049)",4817,2300,1530,389,352,246
"Mujeres (050)",7403,2038,2348,1385,1080,552
