"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",24750,2714,586,14575,5165,383,780,164,383
"Quechua (001)",18,7,1,6,3,1,,,
"Aymara (002)",2,,,1,1,,,,
"Ashaninca (003)",5,1,,2,1,,1,,
"Otra lengua nativa (004)",1,,,1,,,,,
"Castellano (005)",24644,2640,584,14552,5160,382,779,164,383
"Es sordomudo/a (007)",80,66,1,13,,,,,
"Hombres (009)",13051,1184,312,7640,3000,189,415,86,225
"Quechua (010)",8,3,,2,3,,,,
"Aymara (011)",1,,,1,,,,,
"Ashaninca (012)",1,1,,,,,,,
"Castellano (014)",12994,1141,312,7629,2997,189,415,86,225
"Es sordomudo/a (016)",47,39,,8,,,,,
"Mujeres (018)",11699,1530,274,6935,2165,194,365,78,158
"Quechua (019)",10,4,1,4,,1,,,
"Aymara (020)",1,,,,1,,,,
"Ashaninca (021)",4,,,2,1,,1,,
"Otra lengua nativa (022)",1,,,1,,,,,
"Castellano (023)",11650,1499,272,6923,2163,193,364,78,158
"Es sordomudo/a (025)",33,27,1,5,,,,,
,,,,,,,,,
"URBANA (027)",8150,585,233,3821,2272,262,532,122,323
"Quechua (028)",6,3,,2,,1,,,
"Aymara (029)",2,,,1,1,,,,
"Ashaninca (030)",1,,,,1,,,,
"Otra lengua nativa (031)",1,,,1,,,,,
"Castellano (032)",8111,557,232,3814,2270,261,532,122,323
"Es sordomudo/a (034)",29,25,1,3,,,,,
"Hombres (036)",4122,269,124,1823,1257,121,274,65,189
"Quechua (037)",2,1,,1,,,,,
"Aymara (038)",1,,,1,,,,,
"Castellano (041)",4098,249,124,1819,1257,121,274,65,189
"Es sordomudo/a (043)",21,19,,2,,,,,
"Mujeres (045)",4028,316,109,1998,1015,141,258,57,134
"Quechua (046)",4,2,,1,,1,,,
"Aymara (047)",1,,,,1,,,,
"Ashaninca (048)",1,,,,1,,,,
"Otra lengua nativa (049)",1,,,1,,,,,
"Castellano (050)",4013,308,108,1995,1013,140,258,57,134
"Es sordomudo/a (052)",8,6,1,1,,,,,
,,,,,,,,,
"RURAL (054)",16600,2129,353,10754,2893,121,248,42,60
"Quechua (055)",12,4,1,4,3,,,,
"Ashaninca (057)",4,1,,2,,,1,,
"Castellano (059)",16533,2083,352,10738,2890,121,247,42,60
"Es sordomudo/a (061)",51,41,,10,,,,,
"Hombres (063)",8929,915,188,5817,1743,68,141,21,36
"Quechua (064)",6,2,,1,3,,,,
"Ashaninca (066)",1,1,,,,,,,
"Castellano (068)",8896,892,188,5810,1740,68,141,21,36
"Es sordomudo/a (070)",26,20,,6,,,,,
"Mujeres (072)",7671,1214,165,4937,1150,53,107,21,24
"Quechua (073)",6,2,1,3,,,,,
"Ashaninca (075)",3,,,2,,,1,,
"Castellano (077)",7637,1191,164,4928,1150,53,106,21,24
"Es sordomudo/a (079)",25,21,,4,,,,,
