"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CAYLLOMA (000)",73718,1397,22199,19784,15080,10532,4726
"Hombres (001)",37876,715,11513,9927,7745,5614,2362
"Mujeres (002)",35842,682,10686,9857,7335,4918,2364
"Viviendas particulares (003)",72062,1393,22121,19087,14453,10302,4706
"Hombres (004)",36595,711,11470,9425,7213,5427,2349
"Mujeres (005)",35467,682,10651,9662,7240,4875,2357
"Viviendas colectivas (006)",1174,4,43,488,482,148,9
"Hombres (007)",947,4,24,366,418,130,5
"Mujeres (008)",227,,19,122,64,18,4
"Otro tipo (009)",482,,35,209,145,82,11
"Hombres (010)",334,,19,136,114,57,8
"Mujeres (011)",148,,16,73,31,25,3
,,,,,,,
"URBANA (012)",49062,927,15298,13492,10228,6397,2720
"Hombres (013)",24611,482,7858,6558,5056,3361,1296
"Mujeres (014)",24451,445,7440,6934,5172,3036,1424
"Viviendas particulares (015)",48162,923,15234,13138,9910,6253,2704
"Hombres (016)",23972,478,7823,6330,4807,3247,1287
"Mujeres (017)",24190,445,7411,6808,5103,3006,1417
"Viviendas colectivas (018)",433,4,36,149,174,64,6
"Hombres (019)",314,4,21,93,136,58,2
"Mujeres (020)",119,,15,56,38,6,4
"Otro tipo (021)",467,,28,205,144,80,10
"Hombres (022)",325,,14,135,113,56,7
"Mujeres (023)",142,,14,70,31,24,3
,,,,,,,
"RURAL (024)",24656,470,6901,6292,4852,4135,2006
"Hombres (025)",13265,233,3655,3369,2689,2253,1066
"Mujeres (026)",11391,237,3246,2923,2163,1882,940
"Viviendas particulares (027)",23900,470,6887,5949,4543,4049,2002
"Hombres (028)",12623,233,3647,3095,2406,2180,1062
"Mujeres (029)",11277,237,3240,2854,2137,1869,940
"Viviendas colectivas (030)",741,,7,339,308,84,3
"Hombres (031)",633,,3,273,282,72,3
"Mujeres (032)",108,,4,66,26,12,
"Otro tipo (033)",15,,7,4,1,2,1
"Hombres (034)",9,,5,1,1,1,1
"Mujeres (035)",6,,2,3,,1,
