"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUANCAVELICA (000)",3318,1037,2281
"Sin nivel (001)",137,17,120
"Educación inicial (002)",4,,4
"Primaria (003)",864,182,682
"Secundaria (004)",1516,579,937
"Superior no univ. incompleta (005)",123,38,85
"Superior no univ. completa (006)",267,77,190
"Superior univ. incompleta (007)",108,36,72
"Superior univ. completa (008)",299,108,191
"Hombres (010)",2364,672,1692
"Sin nivel (011)",83,6,77
"Educación inicial (012)",1,,1
"Primaria (013)",641,112,529
"Secundaria (014)",1157,418,739
"Superior no univ. incompleta (015)",83,24,59
"Superior no univ. completa (016)",145,30,115
"Superior univ. incompleta (017)",82,25,57
"Superior univ. completa (018)",172,57,115
"Mujeres (020)",954,365,589
"Sin nivel (021)",54,11,43
"Educación inicial (022)",3,,3
"Primaria (023)",223,70,153
"Secundaria (024)",359,161,198
"Superior no univ. incompleta (025)",40,14,26
"Superior no univ. completa (026)",122,47,75
"Superior univ. incompleta (027)",26,11,15
"Superior univ. completa (028)",127,51,76
,,,
"AREA URBANA (030)",1741,513,1228
"Sin nivel (031)",42,6,36
"Primaria (033)",289,43,246
"Secundaria (034)",723,242,481
"Superior no univ. incompleta (035)",96,26,70
"Superior no univ. completa (036)",227,63,164
"Superior univ. incompleta (037)",95,34,61
"Superior univ. completa (038)",269,99,170
"Hombres (040)",1163,296,867
"Sin nivel (041)",20,1,19
"Primaria (043)",218,27,191
"Secundaria (044)",522,157,365
"Superior no univ. incompleta (045)",64,15,49
"Superior no univ. completa (046)",120,22,98
"Superior univ. incompleta (047)",72,24,48
"Superior univ. completa (048)",147,50,97
"Mujeres (050)",578,217,361
"Sin nivel (051)",22,5,17
"Primaria (053)",71,16,55
"Secundaria (054)",201,85,116
"Superior no univ. incompleta (055)",32,11,21
"Superior no univ. completa (056)",107,41,66
"Superior univ. incompleta (057)",23,10,13
"Superior univ. completa (058)",122,49,73
,,,
"AREA RURAL (060)",1577,524,1053
"Sin nivel (061)",95,11,84
"Educación inicial (062)",4,,4
"Primaria (063)",575,139,436
"Secundaria (064)",793,337,456
"Superior no univ. incompleta (065)",27,12,15
"Superior no univ. completa (066)",40,14,26
"Superior univ. incompleta (067)",13,2,11
"Superior univ. completa (068)",30,9,21
"Hombres (070)",1201,376,825
"Sin nivel (071)",63,5,58
"Educación inicial (072)",1,,1
"Primaria (073)",423,85,338
"Secundaria (074)",635,261,374
"Superior no univ. incompleta (075)",19,9,10
"Superior no univ. completa (076)",25,8,17
"Superior univ. incompleta (077)",10,1,9
"Superior univ. completa (078)",25,7,18
"Mujeres (080)",376,148,228
"Sin nivel (081)",32,6,26
"Educación inicial (082)",3,,3
"Primaria (083)",152,54,98
"Secundaria (084)",158,76,82
"Superior no univ. incompleta (085)",8,3,5
"Superior no univ. completa (086)",15,6,9
"Superior univ. incompleta (087)",3,1,2
"Superior univ. completa (088)",5,2,3
