"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PURUS (000)",1090,21,405,450,188,26
"Empleado (001)",322,1,102,171,48,
"Obrero (002)",140,1,66,50,20,3
"Trabajador independiente (003)",453,4,147,181,101,20
"Empleador o patrono (004)",9,1,3,3,1,1
"Trabajador familiar no remunerado (005)",121,11,61,30,17,2
"Trabajador del hogar (006)",8,,5,3,,
"Desocupado (008)",37,3,21,12,1,
"Hombres (009)",855,16,317,341,158,23
"Empleado (010)",226,1,66,119,40,
"Obrero (011)",119,1,59,40,17,2
"Trabajador independiente (012)",404,3,133,156,92,20
"Empleador o patrono (013)",4,,2,2,,
"Trabajador familiar no remunerado (014)",66,10,37,10,8,1
"Trabajador del hogar (015)",5,,3,2,,
"Desocupado (017)",31,1,17,12,1,
"Mujeres (018)",235,5,88,109,30,3
"Empleado (019)",96,,36,52,8,
"Obrero (020)",21,,7,10,3,1
"Trabajador independiente (021)",49,1,14,25,9,
"Empleador o patrono (022)",5,1,1,1,1,1
"Trabajador familiar no remunerado (023)",55,1,24,20,9,1
"Trabajador del hogar (024)",3,,2,1,,
"Desocupado (026)",6,2,4,,,
,,,,,,
"URBANA (027)",501,16,175,218,85,7
"Empleado (028)",214,1,66,112,35,
"Obrero (029)",93,,41,34,16,2
"Trabajador independiente (030)",129,4,38,52,30,5
"Empleador o patrono (031)",1,1,,,,
"Trabajador familiar no remunerado (032)",27,7,11,6,3,
"Trabajador del hogar (033)",6,,3,3,,
"Desocupado (035)",31,3,16,11,1,
"Hombres (036)",357,12,126,145,68,6
"Empleado (037)",144,1,45,69,29,
"Obrero (038)",76,,35,27,13,1
"Trabajador independiente (039)",94,3,29,33,24,5
"Trabajador familiar no remunerado (041)",15,7,4,3,1,
"Trabajador del hogar (042)",3,,1,2,,
"Desocupado (044)",25,1,12,11,1,
"Mujeres (045)",144,4,49,73,17,1
"Empleado (046)",70,,21,43,6,
"Obrero (047)",17,,6,7,3,1
"Trabajador independiente (048)",35,1,9,19,6,
"Empleador o patrono (049)",1,1,,,,
"Trabajador familiar no remunerado (050)",12,,7,3,2,
"Trabajador del hogar (051)",3,,2,1,,
"Desocupado (053)",6,2,4,,,
,,,,,,
"RURAL (054)",589,5,230,232,103,19
"Empleado (055)",108,,36,59,13,
"Obrero (056)",47,1,25,16,4,1
"Trabajador independiente (057)",324,,109,129,71,15
"Empleador o patrono (058)",8,,3,3,1,1
"Trabajador familiar no remunerado (059)",94,4,50,24,14,2
"Trabajador del hogar (060)",2,,2,,,
"Desocupado (062)",6,,5,1,,
"Hombres (063)",498,4,191,196,90,17
"Empleado (064)",82,,21,50,11,
"Obrero (065)",43,1,24,13,4,1
"Trabajador independiente (066)",310,,104,123,68,15
"Empleador o patrono (067)",4,,2,2,,
"Trabajador familiar no remunerado (068)",51,3,33,7,7,1
"Trabajador del hogar (069)",2,,2,,,
"Desocupado (071)",6,,5,1,,
"Mujeres (072)",91,1,39,36,13,2
"Empleado (073)",26,,15,9,2,
"Obrero (074)",4,,1,3,,
"Trabajador independiente (075)",14,,5,6,3,
"Empleador o patrono (076)",4,,1,1,1,1
"Trabajador familiar no remunerado (077)",43,1,17,17,7,1
