"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia MARISCAL LUZURIAGA (000)",4480,3546,529,231,174
"Agric., ganadería, caza y silvicultura (001)",2655,2454,195,6,
"Pesca (002)",2,2,,,
"Industrias manufactureras (004)",89,79,5,3,2
"Construcción (006)",266,148,70,47,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",246,241,3,1,1
"Venta, mant.y rep. veh.autom y motoc. (008)",3,2,,,1
"Comercio al por mayor (009)",15,13,1,1,
"Comercio al por menor (010)",228,226,2,,
"Hoteles y restaurantes (011)",66,57,8,1,
"Trans., almac. y comunicaciones (012)",52,41,9,1,1
"Intermediación financiera (013)",1,,,,1
"Activid.inmobil., empres. y alquileres (014)",33,11,11,9,2
"Admin.pub. y defensa; p. segur soc.afil (015)",122,,,,122
"Enseñanza (016)",478,138,188,149,3
"Servicios sociales y de salud (017)",56,17,,2,37
"Otras activ. serv.comun.soc y personales (018)",93,53,29,7,4
"Hogares privados con servicio doméstico (019)",68,68,,,
"Actividad economica no especificada (021)",253,237,11,5,
"Hombres (022)",3559,2804,453,175,127
"Agric., ganadería, caza y silvicultura (023)",2400,2204,190,6,
"Pesca (024)",2,2,,,
"Industrias manufactureras (026)",71,65,4,1,1
"Construcción (028)",256,146,68,41,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",114,112,1,,1
"Venta, mant.y rep. veh.autom y motoc. (030)",3,2,,,1
"Comercio al por mayor (031)",6,6,,,
"Comercio al por menor (032)",105,104,1,,
"Hoteles y restaurantes (033)",6,5,1,,
"Trans., almac. y comunicaciones (034)",51,41,8,1,1
"Intermediación financiera (035)",1,,,,1
"Activid.inmobil., empres. y alquileres (036)",24,6,9,8,1
"Admin.pub. y defensa; p. segur soc.afil (037)",97,,,,97
"Enseñanza (038)",342,84,147,109,2
"Servicios sociales y de salud (039)",28,10,,,18
"Otras activ. serv.comun.soc y personales (040)",60,29,21,6,4
"Hogares privados con servicio doméstico (041)",4,4,,,
"Actividad economica no especificada (043)",103,96,4,3,
"Mujeres (044)",921,742,76,56,47
"Agric., ganadería, caza y silvicultura (045)",255,250,5,,
"Industrias manufactureras (048)",18,14,1,2,1
"Construcción (050)",10,2,2,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",132,129,2,1,
