"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia ALTO AMAZONAS (000)",24490,770,12511,5657,1529,522,253,100,9,,3139
"Conviviente (001)",13341,463,7220,2908,651,208,112,33,4,,1742
"Separado(a) (002)",893,27,446,228,63,31,11,1,,,86
"Casado(a) (003)",6675,176,3350,1701,581,204,85,45,3,,530
"Viudo(a) (004)",1493,59,750,326,88,33,29,14,1,,193
"Divorciado(a) (005)",84,,32,32,9,2,,,,,9
"Soltero(a) (006)",2004,45,713,462,137,44,16,7,1,,579
,,,,,,,,,,,
"URBANA (008)",15867,363,7552,4202,1223,417,200,75,7,,1828
"Conviviente (009)",7453,194,3784,1925,472,140,81,21,3,,833
"Separado(a) (010)",720,17,353,189,54,28,9,1,,,69
"Casado(a) (011)",4981,87,2324,1400,502,182,73,38,3,,372
"Viudo(a) (012)",978,32,465,250,67,26,21,9,,,108
"Divorciado(a) (013)",56,,19,26,6,2,,,,,3
"Soltero(a) (014)",1679,33,607,412,122,39,16,6,1,,443
,,,,,,,,,,,
"RURAL (016)",8623,407,4959,1455,306,105,53,25,2,,1311
"Conviviente (017)",5888,269,3436,983,179,68,31,12,1,,909
"Separado(a) (018)",173,10,93,39,9,3,2,,,,17
"Casado(a) (019)",1694,89,1026,301,79,22,12,7,,,158
"Viudo(a) (020)",515,27,285,76,21,7,8,5,1,,85
"Divorciado(a) (021)",28,,13,6,3,,,,,,6
"Soltero(a) (022)",325,12,106,50,15,5,,1,,,136
