"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CONCEPCION (000)",791,14,425,223,94,35
"Conviviente (001)",184,,81,82,18,3
"Separado(a) (002)",33,,10,17,4,2
"Casado(a) (003)",168,,23,66,56,23
"Viudo(a) (004)",14,,,2,6,6
"Divorciado(a) (005)",1,,,,,1
"Soltero(a) (006)",391,14,311,56,10,
"Hombres (008)",529,7,257,158,78,29
"Conviviente (009)",133,,47,67,16,3
"Separado(a) (010)",5,,,2,2,1
"Casado(a) (011)",133,,13,50,51,19
"Viudo(a) (012)",8,,,1,2,5
"Divorciado(a) (013)",1,,,,,1
"Soltero(a) (014)",249,7,197,38,7,
"Mujeres (016)",262,7,168,65,16,6
"Conviviente (017)",51,,34,15,2,
"Separado(a) (018)",28,,10,15,2,1
"Casado(a) (019)",35,,10,16,5,4
"Viudo(a) (020)",6,,,1,4,1
"Soltero(a) (022)",142,7,114,18,3,
,,,,,,
"AREA URBANA (024)",451,6,241,135,53,16
"Conviviente (025)",96,,42,42,11,1
"Separado(a) (026)",24,,8,12,3,1
"Casado(a) (027)",94,,15,41,29,9
"Viudo(a) (028)",8,,,,4,4
"Divorciado(a) (029)",1,,,,,1
"Soltero(a) (030)",228,6,176,40,6,
"Hombres (032)",264,2,120,87,44,11
"Conviviente (033)",64,,19,34,10,1
"Separado(a) (034)",4,,,2,2,
"Casado(a) (035)",63,,6,25,26,6
"Viudo(a) (036)",4,,,,1,3
"Divorciado(a) (037)",1,,,,,1
"Soltero(a) (038)",128,2,95,26,5,
"Mujeres (040)",187,4,121,48,9,5
"Conviviente (041)",32,,23,8,1,
"Separado(a) (042)",20,,8,10,1,1
"Casado(a) (043)",31,,9,16,3,3
"Viudo(a) (044)",4,,,,3,1
"Soltero(a) (046)",100,4,81,14,1,
,,,,,,
"AREA RURAL (048)",340,8,184,88,41,19
"Conviviente (049)",88,,39,40,7,2
"Separado(a) (050)",9,,2,5,1,1
"Casado(a) (051)",74,,8,25,27,14
"Viudo(a) (052)",6,,,2,2,2
"Soltero(a) (054)",163,8,135,16,4,
"Hombres (056)",265,5,137,71,34,18
"Conviviente (057)",69,,28,33,6,2
"Separado(a) (058)",1,,,,,1
"Casado(a) (059)",70,,7,25,25,13
"Viudo(a) (060)",4,,,1,1,2
"Soltero(a) (062)",121,5,102,12,2,
"Mujeres (064)",75,3,47,17,7,1
"Conviviente (065)",19,,11,7,1,
"Separado(a) (066)",8,,2,5,1,
"Casado(a) (067)",4,,1,,2,1
"Viudo(a) (068)",2,,,1,1,
"Soltero(a) (070)",42,3,33,4,2,
