"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia REQUENA (000)",59125,17817,5628,615,35110
"Quechua (001)",29,4,4,,21
"Aymara (002)",6,2,,,4
"Asháninka (003)",16,8,1,5,6
"Otra lengua nativa (004)",1449,1242,33,5,169
"Castellano (005)",57561,16542,5589,605,34866
"Es Sordomudo/a (007)",64,19,1,,44
"Hombres (009)",31118,8427,2871,354,19493
"Quechua (010)",19,4,4,,11
"Aymara (011)",2,,,,2
"Asháninka (012)",5,1,1,,3
"Otra lengua nativa (013)",709,594,16,3,96
"Castellano (014)",30352,7820,2849,351,19359
"Es Sordomudo/a (016)",31,8,1,,22
"Mujeres (018)",28007,9390,2757,261,15617
"Quechua (019)",10,,,,10
"Aymara (020)",4,2,,,2
"Asháninka (021)",11,7,,5,3
"Otra lengua nativa (022)",740,648,17,2,73
"Castellano (023)",27209,8722,2740,254,15507
"Es Sordomudo/a (025)",33,11,,,22
,,,,,
"URBANA (027)",34187,9705,4866,521,19138
"Quechua (028)",16,3,3,,10
"Aymara (029)",3,1,,,2
"Asháninka (030)",7,4,1,4,1
"Otra lengua nativa (031)",129,71,27,3,28
"Castellano (032)",34001,9612,4834,514,19081
"Es Sordomudo/a (034)",31,14,1,,16
"Hombres (036)",17688,4547,2454,295,10418
"Quechua (037)",12,3,3,,6
"Aymara (038)",2,,,,2
"Asháninka (039)",1,,1,,
"Otra lengua nativa (040)",63,31,11,1,20
"Castellano (041)",17594,4508,2438,294,10380
"Es Sordomudo/a (043)",16,5,1,,10
"Mujeres (045)",16499,5158,2412,226,8720
"Quechua (046)",4,,,,4
"Aymara (047)",1,1,,,
"Asháninka (048)",6,4,,4,1
"Otra lengua nativa (049)",66,40,16,2,8
"Castellano (050)",16407,5104,2396,220,8701
"Es Sordomudo/a (052)",15,9,,,6
,,,,,
"RURAL (054)",24938,8112,762,94,15972
"Quechua (055)",13,1,1,,11
"Aymara (056)",3,1,,,2
"Asháninka (057)",9,4,,1,5
"Otra lengua nativa (058)",1320,1171,6,2,141
"Castellano (059)",23560,6930,755,91,15785
"Es Sordomudo/a (061)",33,5,,,28
"Hombres (063)",13430,3880,417,59,9075
"Quechua (064)",7,1,1,,5
"Asháninka (066)",4,1,,,3
"Otra lengua nativa (067)",646,563,5,2,76
"Castellano (068)",12758,3312,411,57,8979
"Es Sordomudo/a (070)",15,3,,,12
"Mujeres (072)",11508,4232,345,35,6897
"Quechua (073)",6,,,,6
"Aymara (074)",3,1,,,2
"Asháninka (075)",5,3,,1,2
"Otra lengua nativa (076)",674,608,1,,65
"Castellano (077)",10802,3618,344,34,6806
"Es Sordomudo/a (079)",18,2,,,16
