"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia HUALLAGA",,,,,,
"Viviendas particulares (001)",5940,5792,136,11,1,
"Ocupantes presentes (002)",24441,23291,1007,131,12,
"Casa independiente",,,,,,
"Viviendas particulares (004)",4998,4860,129,9,,
"Ocupantes presentes (005)",20841,19770,962,109,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",35,29,4,1,1,
"Ocupantes presentes (011)",139,100,19,8,12,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",21,18,2,1,,
"Ocupantes presentes (014)",117,85,18,14,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",874,873,1,,,
"Ocupantes presentes (017)",3302,3294,8,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",2,2,,,,
"Ocupantes presentes (020)",10,10,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",6,6,,,,
"Ocupantes presentes (023)",22,22,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",4,4,,,,
"Ocupantes presentes (026)",10,10,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",3218,3078,128,11,1,
"Ocupantes presentes (029)",13274,12189,942,131,12,
"Casa independiente",,,,,,
"Viviendas particulares (031)",3150,3019,122,9,,
"Ocupantes presentes (032)",12976,11962,905,109,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",35,29,4,1,1,
"Ocupantes presentes (038)",139,100,19,8,12,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",21,18,2,1,,
"Ocupantes presentes (041)",117,85,18,14,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",2,2,,,,
"Ocupantes presentes (047)",10,10,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",6,6,,,,
"Ocupantes presentes (050)",22,22,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",4,4,,,,
"Ocupantes presentes (053)",10,10,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",2722,2714,8,,,
"Ocupantes presentes (056)",11167,11102,65,,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",1848,1841,7,,,
"Ocupantes presentes (059)",7865,7808,57,,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",874,873,1,,,
"Ocupantes presentes (071)",3302,3294,8,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Otro tipo",,,,,,
